artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
Sólo Compás Flamenco,flamenco,album,Solo Compas Flamenco - La Caña y el Polo,2000,4aXjhHecpxzSDHm5dhPuqs," <a href=""https://www.last.fm/music/S%C3%B3lo+Comp%C3%A1s+Flamenco"">Read more on Last.fm</a>",339,2105,Manuel Salado,Jose Galvan,Juana Amaya
María Serrano,flamenco,album,Ritmo Encuentro Flamenco-Cubano,2000,2N0tkLqFEQmZvqUBD42Iru," <a href=""https://www.last.fm/music/Mar%C3%ADa+Serrano"">Read more on Last.fm</a>",66,220,,,
Jan Davis & the Spain Gang,flamenco,album,Rock 'N' Flamenco,2000,6PP255dOmXmW5My2oBrgeG," <a href=""https://www.last.fm/music/Jan+Davis+&+the+Spain+Gang"">Read more on Last.fm</a>",25,147,,,
Teye,flamenco,album,Viva El Flamenco,2000,0zrUY20aLKcTtpntdIe0e2," <a href=""https://www.last.fm/music/Teye"">Read more on Last.fm</a>",249,1488,Paco El Lobo,Juan Jose Carranza,Jorge Pardo
Rocio Ruiz,flamenco,album,Sueños de Mimbre (Jóvenes Promesas del Arte Flamenco),2000,175OjOxX0chz7a8NlKudPK," <a href=""https://www.last.fm/music/Rocio+Ruiz"">Read more on Last.fm</a>",84,300,Familias Gitanas de Moron de la Frontera,Grupo Maria del Mar Moreno,Familias Gitanas de Utrera
Various Artists,flamenco,album,"125 Tunes & Songs of Traditional Spanish Music : Flamenco, Feria y Sevillana",2000,0LI2XHZORZV4UCvWxxxCPU,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Cesar Manrique,flamenco,album,Spanish Guitar & Flamenco,2000,2PxXvk8lmlXN0VgN2rvUe3," <a href=""https://www.last.fm/music/Cesar+Manrique"">Read more on Last.fm</a>",104,966,Harun Tekin,Deniz Arcak,Aga B
Woomera,flamenco,album,Didjmenco - A Passionate Journey of Didjeridu and Flamenco Guitar,2000,3kM5dHsXMIsoZoJ9X4QC5I,"There are two artists with the name Woomera: 1. Woomera is the name of a performer(or group of performers) of traditional Aboriginal music. 2. Woomera was a band, but they changed their name to Autorotation. http://www.autorotation.org <a href=""https://www.last.fm/music/Woomera"">Read more on Last.fm</a>",1072,3975,Mark Atkins,Ash Dargan,Australian Aboriginal
Los 4 de Jean,flamenco,album,"Viva España y el Flamenco, Rumba flamenca",2000,2RTG1cf3aGFQo10y5LKVmC," <a href=""https://www.last.fm/music/Los+4+de+Jean"">Read more on Last.fm</a>",17,73,Olga Barreto,,
Thomas Hickstein,flamenco,album,Flamenco en Vivo,2000,5ZHgjoa61urVCMCIrE7vA2," <a href=""https://www.last.fm/music/Thomas+Hickstein"">Read more on Last.fm</a>",126,531,Andreas C. Junge,"Marea, Massimo Tagliata, Andrea Dessì",Andreas C Junge
Los Sencillos,flamenco,track,Flamenco,2001,7AQFrKp31Zsyu9hQvTMCWf,"One hit wonder pop band hailing from Catalonia, Spain. They had a massive success with the song ""Bonito es"" in the 90s in Spain. Released on the album ""de placer!"". Unfortunately , they didn't stay together much longer and they disbanded after the hit. The lead of the band, Miquel Puig, pursued a solo career. <a href=""https://www.last.fm/music/Los+Sencillos"">Read more on Last.fm</a>",10708,52334,la granja,Pistones,Cabaret Pop
Ángel Rojas,flamenco,track,La Paloma,2001,16RiQHJrRWupobJmRw8VAg," <a href=""https://www.last.fm/music/%C3%81ngel+Rojas"">Read more on Last.fm</a>",258,642,Fernando Frachelli,Rafa El Tachuela,Triomanzana
Gipsy Kings,flamenco,track,Flamencos En El Aire,2001,6H2mzV9zO3IbMkDIg7glt3,"Gipsy Kings is a music group from Arles and Montpellier, France. They explained the evolution of their sound in the 1996 PBS documentary of their lives and music ""Tierra Gitana (Gipsy Land)"". Young brothers Nicolas, Canut and Paul Reyes accompanied their father, famed flamenco singer Jose Reyes, who started out singing ""cante jondo"" (deep chant), traditional flamenco with long-running themes of passion, love, death, etc. But they began playing rumba flamenca because ""we liked to watch pretty girls dance,"" said Nicolas. <a href=""https://www.last.fm/music/Gipsy+Kings"">Read more on Last.fm</a>",888869,12228375,Jesse Cook,Paco de Lucía,Ottmar Liebert
Raya Real,flamenco,track,Flamenco: Limonero en Flor / Con El Ta-Ta Pum Pum - Rumbas,2001,0Ca8AoYr4sKn8FGh7BPrts," <a href=""https://www.last.fm/music/Raya+Real"">Read more on Last.fm</a>",26649,263380,Requiebros,Albahaca,Maria Del Monte
Ángel Rojas,flamenco,track,Malaguena,2001,1GRVYb1qmcG7loSVz9nyEq," <a href=""https://www.last.fm/music/%C3%81ngel+Rojas"">Read more on Last.fm</a>",258,642,Fernando Frachelli,Rafa El Tachuela,Triomanzana
Ángel Rojas,flamenco,track,Pharaon,2001,6caHYc91uThIzEPy7id4ew," <a href=""https://www.last.fm/music/%C3%81ngel+Rojas"">Read more on Last.fm</a>",258,642,Fernando Frachelli,Rafa El Tachuela,Triomanzana
Ángel Rojas,flamenco,track,Faena,2001,5S6nJBmJ5zisoWpgAkm8lb," <a href=""https://www.last.fm/music/%C3%81ngel+Rojas"">Read more on Last.fm</a>",258,642,Fernando Frachelli,Rafa El Tachuela,Triomanzana
Ángel Rojas,flamenco,track,Concierto De Aranjuez,2001,1x5SZby3rE0hN0jU3CjC5T," <a href=""https://www.last.fm/music/%C3%81ngel+Rojas"">Read more on Last.fm</a>",258,642,Fernando Frachelli,Rafa El Tachuela,Triomanzana
The Chick Corea New Trio,flamenco,track,Rhumba Flamenco,2001,4tAeB2S1ZCWgpMsZVC6NMU,"Armando Anthony ""Chick"" Corea (born June 12, 1941, died February 9, 2021) was a multiple Grammy Award winning American jazz pianist/keyboardist and composer. In 2001, the Chick Corea New Trio, with Avishai Cohen and Jeff Ballard on bass and drums respectively, released the album Past, Present & Futures. Notably, the 11-song album includes only one standard composition (Fats Waller's ""Jitterbug Waltz""). The rest of the tunes are Corea originals, and the album shows the composer and pianist in an extremely fertile phase, full of energy. <a href=""https://www.last.fm/music/The+Chick+Corea+New+Trio"">Read more on Last.fm</a>",18254,107799,Chick Corea Quartet,Bobby McFerrin & Chick Corea,Zela Margossian Quintet
Ángel Rojas,flamenco,track,Summer Dance,2001,3dUV6EO5XHEBesI6j9usWO," <a href=""https://www.last.fm/music/%C3%81ngel+Rojas"">Read more on Last.fm</a>",258,642,Fernando Frachelli,Rafa El Tachuela,Triomanzana
Jose Galvan,flamenco,track,Fandangos de Huelva sin Baile Flamenco,2001,7l7N0ws8yVomXCxuubNyNl," <a href=""https://www.last.fm/music/Jose+Galvan"">Read more on Last.fm</a>",685,5536,Miguel Poveda,Chano Lobato,Carmen Linares
Remedios Amaya,flamenco,track,El zarandeo,2001,7feGFyTAQMiq8tUsTFtZ30,"Remedios Amaya (born María Dolores Amaya Vega) (born 1962 in Seville) is a flamenco singer. She was one of Camarón's favourite cantaoras (female flamenco singers), and they worked together on several occasions. She is one of the best contemporary cantaoras of festive styles. It is the happy palos (forms) which allow her to express all of her talent: bulerías, tangos, alegrías... but she is also comfortable executing other palos, like the soleá and seguiriya. <a href=""https://www.last.fm/music/Remedios+Amaya"">Read more on Last.fm</a>",26222,107806,Carmen Linares,José Mercé,Duquende
Ángel Rojas,flamenco,track,Echoes of Cadiz,2001,5SShPooX3Kquwn1LwmgGK4," <a href=""https://www.last.fm/music/%C3%81ngel+Rojas"">Read more on Last.fm</a>",258,642,Fernando Frachelli,Rafa El Tachuela,Triomanzana
Enrique Morente,flamenco,track,Sale el sol,2001,251nRXtPyqU1oTfJvOSu0O,"Enrique Morente Cotelo (25 December 1942 – 13 December 2010), known as Enrique Morente, was a flamenco singer (in Spanish, cantaor) and a controversial figure within the world of contemporary flamenco. After his orthodox beginnings, he plunged into experimentalism, writing new melodies for cante (flamenco singing) and jamming with musicians of all styles, without renouncing his roots in traditional flamenco singing, which he kept on cultivating. <a href=""https://www.last.fm/music/Enrique+Morente"">Read more on Last.fm</a>",77124,776304,Camarón de la Isla,Estrella Morente,Lole Y Manuel
Ángel Rojas,flamenco,track,Inspiration,2001,3Rzhzo5j8CvchWVAIL9kyO," <a href=""https://www.last.fm/music/%C3%81ngel+Rojas"">Read more on Last.fm</a>",258,642,Fernando Frachelli,Rafa El Tachuela,Triomanzana
Ángel Rojas,flamenco,track,Agua Azul,2001,32JW7xNkrxmWEHqMvUbKoF," <a href=""https://www.last.fm/music/%C3%81ngel+Rojas"">Read more on Last.fm</a>",258,642,Fernando Frachelli,Rafa El Tachuela,Triomanzana
Ángel Rojas,flamenco,track,Sevillana,2001,4NMhVML7yRJBHuWVMZqHEN," <a href=""https://www.last.fm/music/%C3%81ngel+Rojas"">Read more on Last.fm</a>",258,642,Fernando Frachelli,Rafa El Tachuela,Triomanzana
Aurelio Selles,flamenco,track,Que le llaman relicario,2001,4Wv2phBDkLTPiJey5hqmQx," <a href=""https://www.last.fm/music/Aurelio+Selles"">Read more on Last.fm</a>",506,1899,Pericón de Cádiz,Agujetas El Viejo,Bernardo El de Los Lobitos
Jose Galvan,flamenco,track,Tanguillos de Cadiz sin Baile Flamenco,2001,1MM1ZqnmeSWtVGZyXu8zmX," <a href=""https://www.last.fm/music/Jose+Galvan"">Read more on Last.fm</a>",685,5536,Miguel Poveda,Chano Lobato,Carmen Linares
Jose Galvez,flamenco,track,El Amor Es de Colores,2001,2gq4m4rcS8596Ga5SXg8aU," <a href=""https://www.last.fm/music/Jose+Galvez"">Read more on Last.fm</a>",657,9734,Sanglorians,Daniel Brummel,Daniel Brummel and the Contraband
Sergi Vicente,flamenco,track,Buenos Recuerdos,2001,3FZhcXad39h0i981svVVKW,"Sergi Vicente is a professor of the Conservatori Liceu of Barcelona, and director of the Barcelona Guitar Orchestra (Orquestra Guitarres Barcelona) from its foundation. He received classes of interpretation from prestigious teachers like L. Brouwer, D. Russell, J. Takings, J.L. Rodrigo, and A. Pierri, among others. He has an intense activity as interpreter in several countries of Europe, America and Asia, where it has offered concerts like soloist and musician of chamber. <a href=""https://www.last.fm/music/Sergi+Vicente"">Read more on Last.fm</a>",7137,54624,Antonio De Lucena,Paco Nula,Manuel Granada
Manolo Vargas,flamenco,track,Que Cádiz tiene solera,2001,2ZeejIh9c7kYWzI4iNZdfc," <a href=""https://www.last.fm/music/Manolo+Vargas"">Read more on Last.fm</a>",850,2307,Melchor De Marchena & Pericon De Cadiz,Sabicas & Diego Castellon,Porrinas De Badajoz
Enrique Morente,flamenco,track,A la hora de la muerte,2001,4JzWUbzawZzVVrDD5VrNZH,"Enrique Morente Cotelo (25 December 1942 – 13 December 2010), known as Enrique Morente, was a flamenco singer (in Spanish, cantaor) and a controversial figure within the world of contemporary flamenco. After his orthodox beginnings, he plunged into experimentalism, writing new melodies for cante (flamenco singing) and jamming with musicians of all styles, without renouncing his roots in traditional flamenco singing, which he kept on cultivating. <a href=""https://www.last.fm/music/Enrique+Morente"">Read more on Last.fm</a>",77124,776304,Camarón de la Isla,Estrella Morente,Lole Y Manuel
Los Chunguitos,flamenco,track,¡Ay! Qué dolor,2001,57zYwY5npHldqCBdZ3pmnh,"Los Chunguitos are a Spanish rumba group from Vallecas, Madrid, formed in 1973. The group's nucleus was the three brothers Juan, Manuel, and Jose Salazar, whose aunt was the flamenco singer Porrina de Badajoz. Their sisters, Toni and Encarna, sang backup and would later go on to success on their own as Azucar Moreno. The name ""Los Chunguitos"" comes from the pastime of throwing small stones at trains. They began as street buskers, playing in Madrid. <a href=""https://www.last.fm/music/Los+Chunguitos"">Read more on Last.fm</a>",42257,339877,Los Chichos,Manzanita,Chiquetete
Pericón de Cádiz,flamenco,track,Qué bonita está la fuente,2001,1aXzJ2IO12tPt3yL80hQIq," <a href=""https://www.last.fm/music/+noredirect/Peric%C3%B3n+de+C%C3%A1diz"">Read more on Last.fm</a>",1806,7160,Bernardo El de Los Lobitos,Aurelio Selles,La Perla De Cádiz
El Chocolate,flamenco,track,Me tienes loco - Tangos,2001,1lObhmHrDTR6IpWya3sU9f,"Antonio Núñez Montoya was born in Jerez de la Frontera, although he soon moved to Seville, the city which witnessed his birth as an artist. Referred to as ""Boquerón de Jerez"" when he was a boy, el Chocolate learned his flamenco on the street, under the guidance of greats like Tomás Pavón, Manolo Caracol and Manuel Vallejo. El Chocolate, who had one of the most knowledgeable and well-respected voices in flamenco, worked with great artists like Carmen Amaya, Melchor de Marchena and Niño Ricardo. <a href=""https://www.last.fm/music/El+Chocolate"">Read more on Last.fm</a>",2144,11437,Naranjito De Triana,Pepe de la Matrona,Paco Toronjo
Gabriel Moreno,flamenco,track,Aunque sé que te pierdo - Alegrías,2001,0DayWrQUNZEMJs0nxACpJJ,"Gabriel Moreno (José Gabriel Moreno Carrillo, Linares, Jaén, Spain, 12 April 1941 - 10 March 2019) was a Spanish gypsy flamenco singer (cantaor). <a href=""https://www.last.fm/music/Gabriel+Moreno"">Read more on Last.fm</a>",4595,15045,Pepe de la Matrona,Antonio Mairena,El Indio Gitano
Carmen Linares,flamenco,track,Tengo una queja contigo,2001,59Tb034gTR2pWxWrvQyE7i,"Carmen Pacheco Rodríguez, born in Linares (Jaén) in 1951, is without doubt a fundamental pillar of all current flamenco singing, she masters a vast repertoire of flamenco styles due to her long experience. Her enormous versatility has allowed her to take part in zarzuelas (a Spanish form of musical drama), plays and several projects involving classical musicians and musicans from the world of jazz. Out of her works, the recording of an anthology of female flamenco singing is the one which stands out. <a href=""https://www.last.fm/music/Carmen+Linares"">Read more on Last.fm</a>",55280,236855,Duquende,José Mercé,Remedios Amaya
El Trini,flamenco,track,"Zorongo: Cante, Guitarra y Compás",2001,7iXv9oWSgGwl0cXMBd5VCU," <a href=""https://www.last.fm/music/El+Trini"">Read more on Last.fm</a>",1684,7452,Juan María Real,Antonio De La Malena,El Turronero
Juanito Valderrama,flamenco,track,De Mi Barquito Velero,2001,1knQqnfuq1HydTFsxCMmqZ," Juan Valderrama Blanca (May 24, 1916 – April 12, 2004) was a Spanish flamenco and folk singer. Although he was known for singing copla, he always claimed to be a flamenco singer. Born in Torredelcampo, Juanito's recording career began in 1935 and lasted more than 60 years. Among his most famous songs is ""El emigrante (song)"", written in 1949, a ballad for the millions of displaced Spaniards who fled the country in the years after the Spanish Civil War. In 1960 he appeared in the film of the same name. <a href=""https://www.last.fm/music/Juanito+Valderrama"">Read more on Last.fm</a>",17708,72429,Rafael Farina,Antonio Molina,Juanita Reina
Juan el de la Vara,flamenco,track,Que vengan de dos en dos - Tangos,2001,5292xzUHdto2fZtFfpF1Ct," <a href=""https://www.last.fm/music/Juan+el+de+la+Vara"">Read more on Last.fm</a>",166,1432,El Perro de Paterna,El Agujetas,Tia Anica La Piriñaca
Vicente Soto Sordera,flamenco,track,Dos Clavellinas,2001,5yfRtTV5vu8ArpErdxDXLi," <a href=""https://www.last.fm/music/Vicente+Soto+Sordera"">Read more on Last.fm</a>",3477,9596,Miguel de Tena,Sonia Miranda,El Pele
Gabriel Moreno,flamenco,track,De color de cera,2001,40n8FwhaKjsdJMsoiacKIF,"Gabriel Moreno (José Gabriel Moreno Carrillo, Linares, Jaén, Spain, 12 April 1941 - 10 March 2019) was a Spanish gypsy flamenco singer (cantaor). <a href=""https://www.last.fm/music/Gabriel+Moreno"">Read more on Last.fm</a>",4595,15045,Pepe de la Matrona,Antonio Mairena,El Indio Gitano
Juanito Valderrama,flamenco,track,Tan Solo por Ver,2001,7KFWwYDG39p0odgwU64KDj," Juan Valderrama Blanca (May 24, 1916 – April 12, 2004) was a Spanish flamenco and folk singer. Although he was known for singing copla, he always claimed to be a flamenco singer. Born in Torredelcampo, Juanito's recording career began in 1935 and lasted more than 60 years. Among his most famous songs is ""El emigrante (song)"", written in 1949, a ballad for the millions of displaced Spaniards who fled the country in the years after the Spanish Civil War. In 1960 he appeared in the film of the same name. <a href=""https://www.last.fm/music/Juanito+Valderrama"">Read more on Last.fm</a>",17708,72429,Rafael Farina,Antonio Molina,Juanita Reina
Paco Isidro,flamenco,track,Tengo Que Poner un Barreno (Fandango de Huelva),2001,4nttqdi4NsmHIu3gAsHXcv," <a href=""https://www.last.fm/music/Paco+Isidro"">Read more on Last.fm</a>",479,1193,Pepe de la Matrona,Gabriel Moreno,El Pali
Margarita Sierra,flamenco,track,Ole Flamenco - Remastered,2001,5aKaHm84dFb9urmFV86Ujs," <a href=""https://www.last.fm/music/Margarita+Sierra"">Read more on Last.fm</a>",1024,2505,Marisa Medina,Los Que Vivimos,Marisel
Manuel Soto,flamenco,track,Ventana de la muralla - Alegrías,2001,5EZ2pjAecjKYLVKGYF8mDo," <a href=""https://www.last.fm/music/Manuel+Soto"">Read more on Last.fm</a>",60,138,La Paquera de Jerez,La Perla De Cádiz,Remedios Amaya
Remedios Amaya,flamenco,track,Turu turai,2001,3bttnBavMK7xcJoGAczoEH,"Remedios Amaya (born María Dolores Amaya Vega) (born 1962 in Seville) is a flamenco singer. She was one of Camarón's favourite cantaoras (female flamenco singers), and they worked together on several occasions. She is one of the best contemporary cantaoras of festive styles. It is the happy palos (forms) which allow her to express all of her talent: bulerías, tangos, alegrías... but she is also comfortable executing other palos, like the soleá and seguiriya. <a href=""https://www.last.fm/music/Remedios+Amaya"">Read more on Last.fm</a>",26222,107806,Carmen Linares,José Mercé,Duquende
El Pechuga,flamenco,track,Los Delincuentes,2001,7LcoWiMkHi3s00wECrvPH4," <a href=""https://www.last.fm/music/El+Pechuga"">Read more on Last.fm</a>",108,376,Tabletom,Tomasito,El Combo Linga
Ramón Ruíz,flamenco,track,Caminito de la Alhambra,2001,1VbKDdeR1ESsbXvlaW5B0l," <a href=""https://www.last.fm/music/Ram%C3%B3n+Ru%C3%ADz"">Read more on Last.fm</a>",122,753,Carol Dawn Reinhart,Hans <nielsen,Jan Swerts
Tomás Pavón,flamenco,track,Cante Grande por Seguidillas: A Clavito y Canela,2001,5R6KfwcjaAR15zCdRxIbmy,"Tomás Pavón Cruz ( Sevilla , February 16 of 1893 - July 2 of 1952 ) was a cantaor de flamenco. He belonged to one of the great families of singing. He was a younger brother of Arturo Pavón and of Pastora Pavón, La Niña de los Peines <a href=""https://www.last.fm/music/+noredirect/Tom%C3%A1s+Pav%C3%B3n"">Read more on Last.fm</a>",1332,9022,Manuel Vallejo,Pepe Pinto,Antonio Chacón
El Carbonerillo,flamenco,track,"Sevilla, la Tierra Mía: Colombianas",2001,5SSMaY8d3v9E5y4XbG9ghk," <a href=""https://www.last.fm/music/El+Carbonerillo"">Read more on Last.fm</a>",267,1731,José Cepero,Manuel Vallejo,José Palanca
Juanito Valderrama,flamenco,track,Recuerdo a Chacón,2001,5VkKFqY85i2cR1TPeCps5S," Juan Valderrama Blanca (May 24, 1916 – April 12, 2004) was a Spanish flamenco and folk singer. Although he was known for singing copla, he always claimed to be a flamenco singer. Born in Torredelcampo, Juanito's recording career began in 1935 and lasted more than 60 years. Among his most famous songs is ""El emigrante (song)"", written in 1949, a ballad for the millions of displaced Spaniards who fled the country in the years after the Spanish Civil War. In 1960 he appeared in the film of the same name. <a href=""https://www.last.fm/music/Juanito+Valderrama"">Read more on Last.fm</a>",17708,72429,Rafael Farina,Antonio Molina,Juanita Reina
Manolo El Malagueño,flamenco,track,En la Ermita,2001,1ja582U5sc4OxDNQRcIy5u," <a href=""https://www.last.fm/music/+noredirect/Manolo+el+Malague%C3%B1o"">Read more on Last.fm</a>",598,2064,Canalejas de Puerto Real,Pepe Pinto,Tomás Pavón
Manuel Vallejo,flamenco,track,Desgraciadito Soy (Seguidilla),2001,3G4ToIcxBoUzgnpj5YU1iQ,"Manuel Vallejo (Manuel Jimenez Martinez de Pinillos, 15 October 1891 - 7 August 1960) was a Spanish flamenco cantaor (singer). Born in Seville, Andalucia, Spain, he was one of the best, most popular singers of the stage of Flamenco Opera. In 1925 he won the Copa Pavón, and in 1926 he was granted the 2nd Llave de Oro del Cante. He sang everything well, although using the styles that prevailed then, such as fandangos, granaína and media granaína, the saeta. <a href=""https://www.last.fm/music/Manuel+Vallejo"">Read more on Last.fm</a>",3374,17720,Tomás Pavón,Canalejas de Puerto Real,Pepe Marchena
Manuel Vallejo,flamenco,track,De Rodillas (Saeta),2001,5DhY0KedYzaRAXjTd6nPjb,"Manuel Vallejo (Manuel Jimenez Martinez de Pinillos, 15 October 1891 - 7 August 1960) was a Spanish flamenco cantaor (singer). Born in Seville, Andalucia, Spain, he was one of the best, most popular singers of the stage of Flamenco Opera. In 1925 he won the Copa Pavón, and in 1926 he was granted the 2nd Llave de Oro del Cante. He sang everything well, although using the styles that prevailed then, such as fandangos, granaína and media granaína, the saeta. <a href=""https://www.last.fm/music/Manuel+Vallejo"">Read more on Last.fm</a>",3374,17720,Tomás Pavón,Canalejas de Puerto Real,Pepe Marchena
Manuel Vallejo,flamenco,track,Fandangos: Y a Dios Con Fe Le Pido,2001,4Vtaw8I9aQy1gD3UkS6AkA,"Manuel Vallejo (Manuel Jimenez Martinez de Pinillos, 15 October 1891 - 7 August 1960) was a Spanish flamenco cantaor (singer). Born in Seville, Andalucia, Spain, he was one of the best, most popular singers of the stage of Flamenco Opera. In 1925 he won the Copa Pavón, and in 1926 he was granted the 2nd Llave de Oro del Cante. He sang everything well, although using the styles that prevailed then, such as fandangos, granaína and media granaína, the saeta. <a href=""https://www.last.fm/music/Manuel+Vallejo"">Read more on Last.fm</a>",3374,17720,Tomás Pavón,Canalejas de Puerto Real,Pepe Marchena
Manuel Vallejo,flamenco,track,Saeta No. 2 (Una Bandera Se Veía),2001,3rVVEsfiGVK23ZotSGHOJU,"Manuel Vallejo (Manuel Jimenez Martinez de Pinillos, 15 October 1891 - 7 August 1960) was a Spanish flamenco cantaor (singer). Born in Seville, Andalucia, Spain, he was one of the best, most popular singers of the stage of Flamenco Opera. In 1925 he won the Copa Pavón, and in 1926 he was granted the 2nd Llave de Oro del Cante. He sang everything well, although using the styles that prevailed then, such as fandangos, granaína and media granaína, the saeta. <a href=""https://www.last.fm/music/Manuel+Vallejo"">Read more on Last.fm</a>",3374,17720,Tomás Pavón,Canalejas de Puerto Real,Pepe Marchena
Manuel Vallejo,flamenco,track,Y Como Loco Variaba (Alegrías),2001,7sHnoFyZNM5blofH7m4zN2,"Manuel Vallejo (Manuel Jimenez Martinez de Pinillos, 15 October 1891 - 7 August 1960) was a Spanish flamenco cantaor (singer). Born in Seville, Andalucia, Spain, he was one of the best, most popular singers of the stage of Flamenco Opera. In 1925 he won the Copa Pavón, and in 1926 he was granted the 2nd Llave de Oro del Cante. He sang everything well, although using the styles that prevailed then, such as fandangos, granaína and media granaína, the saeta. <a href=""https://www.last.fm/music/Manuel+Vallejo"">Read more on Last.fm</a>",3374,17720,Tomás Pavón,Canalejas de Puerto Real,Pepe Marchena
Manuel Vallejo,flamenco,track,"Qué Te Pasa, Prima (Seguidillas)",2001,06g24nxgcghq8Xh7T3HxHo,"Manuel Vallejo (Manuel Jimenez Martinez de Pinillos, 15 October 1891 - 7 August 1960) was a Spanish flamenco cantaor (singer). Born in Seville, Andalucia, Spain, he was one of the best, most popular singers of the stage of Flamenco Opera. In 1925 he won the Copa Pavón, and in 1926 he was granted the 2nd Llave de Oro del Cante. He sang everything well, although using the styles that prevailed then, such as fandangos, granaína and media granaína, the saeta. <a href=""https://www.last.fm/music/Manuel+Vallejo"">Read more on Last.fm</a>",3374,17720,Tomás Pavón,Canalejas de Puerto Real,Pepe Marchena
Tomás Pavón,flamenco,track,Cantes de Triana: Yo Reniego de Mi Sino,2001,0feY5Vtm4hfruszGaPecNV,"Tomás Pavón Cruz ( Sevilla , February 16 of 1893 - July 2 of 1952 ) was a cantaor de flamenco. He belonged to one of the great families of singing. He was a younger brother of Arturo Pavón and of Pastora Pavón, La Niña de los Peines <a href=""https://www.last.fm/music/+noredirect/Tom%C3%A1s+Pav%C3%B3n"">Read more on Last.fm</a>",1332,9022,Manuel Vallejo,Pepe Pinto,Antonio Chacón
Tomás Pavón,flamenco,track,Media Granadina: Que Le Llaman la Alcazaba,2001,7GKPWgwlTzUBvGPxrhZXMq,"Tomás Pavón Cruz ( Sevilla , February 16 of 1893 - July 2 of 1952 ) was a cantaor de flamenco. He belonged to one of the great families of singing. He was a younger brother of Arturo Pavón and of Pastora Pavón, La Niña de los Peines <a href=""https://www.last.fm/music/+noredirect/Tom%C3%A1s+Pav%C3%B3n"">Read more on Last.fm</a>",1332,9022,Manuel Vallejo,Pepe Pinto,Antonio Chacón
El Carbonerillo,flamenco,track,Que Quien Te Quiere Soy Yo: Fandanguillos,2001,0O63sZUfCOGCOPVQkgzLDC," <a href=""https://www.last.fm/music/El+Carbonerillo"">Read more on Last.fm</a>",267,1731,José Cepero,Manuel Vallejo,José Palanca
Antonio Mairena,flamenco,track,De Que Siempre Te Quería: Fandangos de Huelva,2001,4hY4dfwKA5aZAMWw6RpbV2,"Antonio Cruz García, known as Antonio Mairena (Mairena del Alcor, Seville, Spain, 1909-Seville, 1983) was a famous flamenco singer. He led the movement towards the revival of traditional flamenco in the fifties and subsequent decades. He was born in a Gypsy family of smiths and learned to sing in the family environment. An important personality of flamenco, he was the main leader of a movement of flamenco artists and intellectuals who tried to rescue a type of flamenco, which they considered to be pure or authentic. <a href=""https://www.last.fm/music/Antonio+Mairena"">Read more on Last.fm</a>",14194,58089,Chano Lobato,El Lebrijano,Marina Heredia
Tomás Pavón,flamenco,track,Fandanguillo de Tomás: Con la Virgen del Pilar,2001,4VJdNW45jzuBOnVTmA6HEA,"Tomás Pavón Cruz ( Sevilla , February 16 of 1893 - July 2 of 1952 ) was a cantaor de flamenco. He belonged to one of the great families of singing. He was a younger brother of Arturo Pavón and of Pastora Pavón, La Niña de los Peines <a href=""https://www.last.fm/music/+noredirect/Tom%C3%A1s+Pav%C3%B3n"">Read more on Last.fm</a>",1332,9022,Manuel Vallejo,Pepe Pinto,Antonio Chacón
Manuel Vallejo,flamenco,track,Con un Suspiro (Media Granadina),2001,43ir3ZQFoeh9HMQnsUXYZV,"Manuel Vallejo (Manuel Jimenez Martinez de Pinillos, 15 October 1891 - 7 August 1960) was a Spanish flamenco cantaor (singer). Born in Seville, Andalucia, Spain, he was one of the best, most popular singers of the stage of Flamenco Opera. In 1925 he won the Copa Pavón, and in 1926 he was granted the 2nd Llave de Oro del Cante. He sang everything well, although using the styles that prevailed then, such as fandangos, granaína and media granaína, the saeta. <a href=""https://www.last.fm/music/Manuel+Vallejo"">Read more on Last.fm</a>",3374,17720,Tomás Pavón,Canalejas de Puerto Real,Pepe Marchena
Manuel Vallejo,flamenco,track,San Francisco Se Perdió una Tarde (Fiesta Flamenca),2001,1X5dXOykR0FmTNTpmIZdJj,"Manuel Vallejo (Manuel Jimenez Martinez de Pinillos, 15 October 1891 - 7 August 1960) was a Spanish flamenco cantaor (singer). Born in Seville, Andalucia, Spain, he was one of the best, most popular singers of the stage of Flamenco Opera. In 1925 he won the Copa Pavón, and in 1926 he was granted the 2nd Llave de Oro del Cante. He sang everything well, although using the styles that prevailed then, such as fandangos, granaína and media granaína, the saeta. <a href=""https://www.last.fm/music/Manuel+Vallejo"">Read more on Last.fm</a>",3374,17720,Tomás Pavón,Canalejas de Puerto Real,Pepe Marchena
