,artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
411,Kris Kross,hip hop,track,Live And Die For Hip Hop - Remix,2001,6G6lpRKn0FHTGB87HktDwp,"Kris Kross were a hip-hop duo that formed in 1990 in Atlanta, Georgia, United States. The group consisted of Chris ""Mac Daddy"" Kelly (born August 11, 1978- May 1, 2013) and Chris ""Daddy Mac"" Smith (born Atlanta, January 10, 1979). They're best known for their single ""Jump"", which reached #1 on the Billboard Hot 100 in 1992. The group had three further Top 20 hit singles in the United States - ""Warm it Up"", ""Alright"" and ""Tonite's tha Night"" - before disbanding in 1996. <a href=""https://www.last.fm/music/Kris+Kross"">Read more on Last.fm</a>",433628.0,2011448.0,Tag Team,Da Brat,Naughty By Nature
412,JINUSEAN,hip hop,track,Hip-Hop Seoul,2001,025Oii7W1GMMnRGdCNag9K,"Jinusean is a well-known Korean hip hop duo. The duo is made up by Kim Jin-woo (김진우) and Noh Seung-hwan (노승환). The duo aimed to combine English and Korean lyrics with hip hop and funk. Shortly after their creation, Jinusean finally debuted in 1997 with their first song, ""Gasoline."" The two have released five albums: ""Jinusean Bomb"" in June 1997, ""The Real"" in January 1998, ""태권 V"" (Tae kwon V) in March 1999, ""The Reign"" in February 2001, and ""노라보세"" in 2004. <a href=""https://www.last.fm/music/Jinusean"">Read more on Last.fm</a>",20245.0,269311.0,1TYM,H.O.T,Sechskies
413,Ilvyris,hip hop,track,Hip-Hop,2001,2oe3AYLKxlLhZLmHo1E6x0," <a href=""https://www.last.fm/music/Ilvyris"">Read more on Last.fm</a>",63.0,222.0,Head ResiNators,hardcore reps,Olympx
414,E2c,hip hop,track,Hip-Hop Soldiaz,2001,5wCS95V4j2d28rmzVFO2S6," <a href=""https://www.last.fm/music/E2C"">Read more on Last.fm</a>",86.0,194.0,"Alcide H feat. Ary Arafat 69, Djaka",Serum feat. Dadoo,Alcide H
415,Big Scoob,hip hop,track,Champagne on the Block,2001,6PPdDQUTkjIVhksIbpggye,"During his teenage years and early 20s, Scoob lived life as a gangbanger — the result of a faction of the Crips and Bloods feud that spread to KC from California in the 1980s — while growing up on 56th and Highland. He now considers himself fortunate to have survived. Friends were murdered. Others are serving consecutive life sentences for homicide. In making it through, the 35-year-old learned several important lessons that impacted his rap career. <a href=""https://www.last.fm/music/Big+Scoob"">Read more on Last.fm</a>",64394.0,350192.0,Kutt Calhoun,Cognito,Skatterman & Snug Brim
416,AZ,hip hop,track,Doe or Die (Rza Remix) [feat. Raekwon],2001,4SGye1vB092nAVRxD5Sfc1,"Anthony Cruz (born March 9, 1972, in Brooklyn, New York), better known by his stage name AZ, is a Grammy-nominated rapper celebrated for his intricate lyricism, multi-syllabic rhyme patterns, and refined storytelling. Widely regarded as one of the most underrated emcees in hip-hop, AZ first rose to prominence with his iconic verse on “Life’s a Bitch,” from Nas’s groundbreaking 1994 album Illmatic. His smooth delivery and vivid imagery instantly made him a standout voice in the genre. <a href=""https://www.last.fm/music/AZ"">Read more on Last.fm</a>",528567.0,6109206.0,Kool G Rap,Cormega,Big L
417,J-Kwon,hip hop,track,Hood Hop,2001,2QYhAjX3T9xmx0cdP4o6gy,"J-Kwon (born Jarrell Jones in March 28, 1986) is a rapper from St. Louis, currently signed to Jermaine Dupri's So So Def Recordings. He is currently wrapping up his second album, Louisville Slugger. 2004-2005: Musical Beginnings J-Kwon first got signed in a very odd and amusing way. He would continually mock who would be his main producer, Jermaine Dupri, who produced a majority of his first album, Hood Hop. Regardless, according to Dupri, J-Kwon was also signed because of his rapping skills. <a href=""https://www.last.fm/music/J-Kwon"">Read more on Last.fm</a>",460978.0,1890762.0,MIMS,Nelly,Chingy
418,JAY-Z,hip hop,track,Can I Get A...,2001,3bNxni2NBeN9LVocdZHe2A,"Shawn Corey Carter (born December 4, 1969 in Brooklyn, New York, United States), is an American rapper and former president and CEO of Roc-A-Fella Records. He is more commonly known by a variety of stage names including Shawn Corey Carter, Jay-Hova, Jiggaman, Young Hov, Shawn C. Carter, Hov, Shawn Carter, The Carter Administration. He is regarded as one of the most prolific and successful American blend artists of the mid-90s and early 2000s and is known for his use of metaphors <a href=""https://www.last.fm/music/Jay-Z"">Read more on Last.fm</a>",5307489.0,204828926.0,,,
419,Boyz II Men,hip hop,track,Vibin,2001,3TWJBuo0HJd25KZeROkT4e,"Boyz II Men is an American R&B/soul singing group from Philadelphia, Pennsylvania. Founded in 1988 as a quintet, Boyz II Men found fame as a quartet, with members Wanya Morris, Michael McCary, Shawn Stockman, and Nathan Morris, on Motown Records during the early 1990s. Based on sales, Boyz II Men is one of the most successful R&B groups of all time, having recorded five #1 pop hits between 1992 and 1997. They have since topped sales of 25 million records. <a href=""https://www.last.fm/music/Boyz+II+Men"">Read more on Last.fm</a>",1140916.0,11620779.0,Brian McKnight,Joe,All-4-One
420,Lone Catalysts,hip hop,track,Lone Catalysts,2001,3VLxMv7g2e02OMrgKwRzwz,"Lone Catalysts are a hip-hop duo from Pittsburgh and Cincinnati consisting of producer J. Rawls and MC J. Sands. They made their debut in 2001 with their album Hip Hop and have since released three other albums, The Catalysts Files (2002, an album of B-sides and unreleased songs), Good Music (2005), and Square Binizz (2008). <a href=""https://www.last.fm/music/Lone+Catalysts"">Read more on Last.fm</a>",41879.0,312503.0,Jazz Addixx,Y Society,Surreal & The Sound Providers
421,Missy Elliott,hip hop,track,Ching A Ling,2001,2pHPJAwBECPWwlWLBgzuzF,"Melissa Arnette Elliott (born July 1, 1971 in Portsmouth, Virginia), better known by her stage name Missy ""Misdemeanor"" Elliott, is an American Grammy Award winning rapper, singer, producer, actress and former member of the R&B group Sista. With sales of over seven million in the United States alone she is the only female rapper to have six albums certified platinum by the RIAA and has worked extensively as a producer for many other artists along with her childhood friend Timbaland. <a href=""https://www.last.fm/music/Missy+Elliott"">Read more on Last.fm</a>",1816484.0,21631318.0,Lil' Kim,Ciara,Da Brat
422,Victor Reid,hip hop,track,Last Man Out,2001,1a2XXXRoUZ2SMWh8yDxjGo," <a href=""https://www.last.fm/music/Victor+Reid"">Read more on Last.fm</a>",112.0,1008.0,deejay bloom,Frankie Knuckles pres. Director's Cut Ft. Jamie Principle,Regelbau
423,Ludacris,hip hop,track,Stand Up,2001,7uXNa3Kj2nARNNnYmSnMFl," Christopher Brian Bridges (born September 11, 1977 in Champaign, Illinois), better known by his stage name Ludacris, is a Grammy award winning American rapper, SAG award winning actor and co-founder of the label Disturbing Tha Peace. He is the highest selling Southern hip hop solo artist of all time with over 15 million units sold in the United States and around 20 million records sold worldwide. He released his debut album Incognegro in 1999 and has since released a further seven albums. <a href=""https://www.last.fm/music/Ludacris"">Read more on Last.fm</a>",2410578.0,25686549.0,T.I.,Nelly,Trick Daddy
424,Da Brat,hip hop,track,Da B Side,2001,4AAMByJnwD1jrvIMQu6G7U,"Shawntae Harris (born April 14, 1974), better known as Da Brat, is an American rapper and actress. Her debut album, Funkdafied, sold one million copies making her the first female rapper to have a platinum-selling album.Regarding her soon-to-be rap name, Harris told the Atlanta Journal-Constitution that she got the name because she is ""a spoiled only child."" Harris is the half-sister of actress LisaRaye McCoy In 1992, Harris got a big break when she won the grand prize in a local rap contest sponsored by Yo! MTV Raps. <a href=""https://www.last.fm/music/Da+Brat"">Read more on Last.fm</a>",158982.0,885792.0,Foxy Brown,MC Lyte,Missy Elliott
425,Lovebug Starski,hip hop,track,You've Gotta Believe,2001,3JnTESkNVrVh2iXEG5TS6O,"Lovebug Starski (Kevin Smith, The Bronx, New York, U.S., May 16, 1960 – February 8, 2018) was an American MC, musician, and record producer. He began his career in 1971, as hip-hop first appeared in the Bronx, and he eventually became a DJ at the Disco Fever club in 1978. He is one of two people who may have come up with the term ""hip-hop"". Starski recorded his first single, ""Positive Life,"" on the Tayster record label in 1981, sampled by the British Group MARRS with the single number one : Pump up the Volume in 1987. <a href=""https://www.last.fm/music/Lovebug+Starski"">Read more on Last.fm</a>",7398.0,22178.0,The Fearless Four,Cold Crush Brothers,Davy DMX
426,83,hip hop,track,Chek ça,2001,0cib7NTjkq0ODcBQiQ1DAY," <a href=""https://www.last.fm/music/83"">Read more on Last.fm</a>",2586.0,26494.0,Sans Pression,L'Assemblée,Koriass
427,Dlh Posse,hip hop,track,Party ovunque tu guardi,2001,2CC3OW50AGZa6bjfx0cybx," <a href=""https://www.last.fm/music/DLH+Posse"">Read more on Last.fm</a>",102.0,570.0,Madrac,Dek Ill Ceesa,Carnicats
428,M.C. Chill,hip hop,track,MC Story (feat. Melle Mel),2001,05RkFkixgPGL2U8SZpVGJG," <a href=""https://www.last.fm/music/M.C.+Chill"">Read more on Last.fm</a>",274.0,1029.0,MC Chill,Steady B,Dr. Jeckyll & Mr. Hyde
429,El Maese KDS,hip hop,track,Kilos de Hip Hop,2001,4Ezl6kNlcZfbJHUxrL38JN," <a href=""https://www.last.fm/music/El+Maese+KDS"">Read more on Last.fm</a>",1472.0,26077.0,Caelite,VKR,Cloaka Company
430,Nubian Crackers,hip hop,track,Do You Wanna Hear It? (feat. Artifacts),2001,71v6Pfr2ZdrucQDYCZ8KVd," <a href=""https://www.last.fm/music/Nubian+Crackers"">Read more on Last.fm</a>",3271.0,15602.0,World Renown,Yaggfu Front,Pudgee
431,Pudgee,hip hop,track,Money Don't Make Your World Stop,2001,7bkuWX1CDHwu1leVnc1HK2,"aka Pudgee Tha Phat Bastard <a href=""https://www.last.fm/music/Pudgee"">Read more on Last.fm</a>",7040.0,36377.0,Ran Reed,Shadowz In Da Dark,Ill Mentality
432,Mother Superia,hip hop,track,Most of All,2001,3e73NEVWlcobexmiKhb4Wb," <a href=""https://www.last.fm/music/Mother+Superia"">Read more on Last.fm</a>",2178.0,8699.0,Reprise,Nefertiti,Ran Reed
433,Dredknotz,hip hop,track,Causin' a Menace,2001,6DKODvfd6MTyhofyaEngFu,"The Dredknotz were an American hip hop duo from New York City, U.S. The group consisted of rapper Benz and DJ Big EZO. The duo released two singles, ""Causin' a Menace"" and ""The Anthem"", in 1994. <a href=""https://www.last.fm/music/Dredknotz"">Read more on Last.fm</a>",1096.0,4689.0,Hoodratz,Ill Biskits,Bas Blasta
434,Supernatural,hip hop,track,Buddah Blessed It,2001,1PyOGuwjciZk9zefBSzZaD,"There are three known artists/bands as 'Supernatural' : Supernatural - MC ; Supernatural - pop band; Supernatural - avant-garde noise duo; Supernatural - Christian rock band from Bogotá (Colombia). Supernatural (the MC) is known for his incredible freestyle skills, raised from Indiana, and lives today in NYC. His first battles with Juice Crew member Craig G are infamous to his fans, and as seen on 'Freestyle : The Art of Rhyme', Supernat's story and awesome performance has been documented. <a href=""https://www.last.fm/music/Supernatural"">Read more on Last.fm</a>",42531.0,316464.0,Supastition,Mr. Complex,Wordsworth
435,DJ Dez,hip hop,track,piano after dark,2001,6RQ8RMkXBaZW3lBXICuFGL,"Also known as Andres, DJ Dez is house and hip hop music producer/DJ. He’s worked with Slum Village, Lloyd Banks, Truth Hurts, Erykah Badu and Jurassic 5, among others. Like many other underground acts from the Detroit music scene, Dez is apparently far more popular outside the US than within. <a href=""https://www.last.fm/music/DJ+Dez"">Read more on Last.fm</a>",8291.0,31754.0,Presto feat. LOWD,Andy Caldwell vs. Darkhorse,Jaywalkers
436,Bits 'n Pieces,hip hop,track,Warriors,2001,4tGhrclKyeL8gXFUmM2FWr," <a href=""https://www.last.fm/music/Bits+%27n+Pieces"">Read more on Last.fm</a>",287.0,1908.0,Slade Savage,Homeliss Derilex,Da Hoodzmen
437,Verbal Jint,hip hop,track,Love & Hip-Hop (Feat. Whee Sung),2001,0WZlxPEl2RM8gB93AABwAB,"Verbal Jint (버벌진트), real name Kim Jintae (김진태), is a South Korean hip-hop / R&B musician under the label BrandNew Music. Born on December 19, 1980, he is one of the most influential rappers in the Korean underground scene. He officially debuted on July 13, 2001, with the EP 'Modern Rhymes' and since then has been featuring on many artists' track. Cyworld: cyworld.com/wellokay Fancafe : cafe.daum.net/verbaljint Twitter: twitter.com/freevj <a href=""https://www.last.fm/music/Verbal+Jint"">Read more on Last.fm</a>",27806.0,531853.0,The Quiett,Beenzino,E SENS
438,Uptown,hip hop,track,Dope on Plastic,2001,0FAM7jfQ0FBgLBkVBUBEa8,"There are many groups named Uptown. Discogs has 8 groups named Uptown. Here few of them: 1. Raie Dacosta, also known as Uptown, late 80s Brooklyn rapper. Released only one record on Tommy Boy Records as a solo artist, but that one record was the all-time hip-hop classic ""Dope On Plastic"". In the 90s he worked with Branford Marsalis and his crossover band Buckshot LeFonque. 2. Group from 1983: Song ""(I know) I'm Loosing You"". A synthpop/disco song on Oak Lawn Records. <a href=""https://www.last.fm/music/Uptown"">Read more on Last.fm</a>",5451.0,37688.0,언타이틀,Lexy,조PD
439,Ol' Dirty Bastard,hip hop,track,Hip to the Hop - Street,2001,6wsfEpUnk8t0Uz3ovgUcw0,"Russell Tyrone Jones (November 15, 1968 – November 13, 2004) was an American rapper from New York known by the stage name Ol' Dirty Bastard (often shortened to ODB by mainstream media) since 1988. He was one of the founding members of the hip hop group Wu-Tang Clan. Ol' Dirty Bastard simultaneously brought a measure of humor and a touch of the absurd to the Wu-Tang Clan. Often noted for his unusual mic technique (critic Steve Huey writes of Jones's ""outrageously profane <a href=""https://www.last.fm/music/Ol%27+Dirty+Bastard"">Read more on Last.fm</a>",925184.0,10927385.0,Wu-Tang Clan,Ghostface Killah,Method Man
440,Eve,hip hop,track,Let Me Blow Ya Mind,2001,1vtWJmW22WCKySjg7Lk26m,"There are at least five artists using this name: 1. Eve - The American rapper, songwriter from Philadelphia. 2. Eve - South Korean glam rock band. 3. Eve - The Japanese singer (Utaite) 4. Jarkko Eve - The Finnish singer - songwriter - bass player - guitarist 5. EVE - Brazilian girl group 6. Eve Ai - The Taiwanese Singer 7. Eve - An American girl group from the 60's 8. Eve - The duo unit from Japanese game, Ensemble Stars 1. Eve Jihan Jeffers-Cooper (born November 10 <a href=""https://www.last.fm/music/Eve"">Read more on Last.fm</a>",1521574.0,41584552.0,Ali,EILL,Lotus Juice
441,Aaliyah,hip hop,track,Come Back In One Piece,2001,0mKIR3x9iArTxZN050w5RS,"Aaliyah Dana Haughton (born January 16, 1979 in Brooklyn NY - died August 25 2001 Marsh Harbour, Abacos Islands, Bahamas) was an American R&B and pop singer, dancer, fashion model and actress. Born in Brooklyn, New York, she was raised in Detroit, Michigan, where she attended Detroit School of Performing Arts. She first gained recognition at the age of 10, when she appeared on the television show Star Search and performed in concert alongside Gladys Knight. <a href=""https://www.last.fm/music/Aaliyah"">Read more on Last.fm</a>",1823659.0,34217656.0,Brandy,TLC,Monica
442,Queen Latifah,hip hop,track,Wrath of My Madness - DJ Premier Remix,2001,3zaUVNJodP97mZ3st5V6R2,"Famed rapper, singer, model and actress Dana Elaine Owens, better known by her stage name Queen Latifah, was born on March 18, 1970, in Newark, New Jersey. Her debut album All Hail to the Queen sold more than 1 million copies, and the single U.N.I.T.Y. earned Latifah her first Grammy Award. Latifah has also garnered acclaim for acting; she earned her first Oscar nomination (best supporting actress) for her performance in the blockbuster musical Chicago. <a href=""https://www.last.fm/music/Queen+Latifah"">Read more on Last.fm</a>",364316.0,2652833.0,MC Lyte,Monie Love,Da Brat
443,Piotr Metz,hip hop,track,Może być polski hip-hop - Skit,2001,1FdOSDae3WURu5JJ9k8LBG," <a href=""https://www.last.fm/music/Piotr+Metz"">Read more on Last.fm</a>",956.0,3484.0,Bogna Świątkowska,Kiełpo,Dj Volt & D.W.A.
444,Numidia,hip hop,track,"Alitura, Targit (Morphée)",2001,13Z9qQc9O3rh9QQH2ItWPj,"Numidia El Morabet, better known as simply Numidia is a Dutch-Moroccan singer. She is under contract with the record label TRIFECTA. Als je op zo’n vroege leeftijd al zoveel talent laat zien, wordt dat opgemerkt. Voor de Nederlands-Marokkaanse Numidia El Morabet (1999) begon het allemaal met The Voice Kids in 2015. Onder het goedkeurend oog van coach Angela Groothuizen bereikte ze de finale en maakte ze indruk op niemand minder dan Ali B. In <a href=""https://www.last.fm/music/Numidia"">Read more on Last.fm</a>",10027.0,100948.0,Famke Louise,CAZA,Priceless
445,Blackface,hip hop,track,Session (Showbiz Remix) [feat. Fat Joe],2001,6c3Vg1ERbD1midrUd2vPWY,"Blackface is a rapper from the Brightmoor neighborhood located in Detroit, MI. He is a member of the super group Rock Bottom, with a solo album on the way. <a href=""https://www.last.fm/music/Blackface"">Read more on Last.fm</a>",3146.0,13304.0,Scrill,C.Flame,Rico Fonzarelli
446,Common,hip hop,track,Like They Used to Say,2001,7bSaYR8fZQpptTqxXG1yx8,"Lonnie Rashid Lynn, Jr. (born March 13, 1972 in Chicago, Illinois), better known by his stage name Common (previously Common Sense), is a Grammy award winning rapper, author and actor known for lyrics that focus on love and spirituality. Many people describe him as being a conscious hip hop artist who makes songs that send a message. He debuted in 1992 with the album Can I Borrow a Dollar? and maintained a significant underground following into the late 90s <a href=""https://www.last.fm/music/Common"">Read more on Last.fm</a>",1810347.0,35694955.0,The Roots,Black Star,Talib Kweli
447,Rah Digga,hip hop,track,Tight (Remix) [feat. Pharaohe Monch & Lord Have Mercy],2001,5p0ODGCfoUMG6GMpFnRqHo,"Rah Digga (born Rashia Fisher in Newark, New Jersey in December 12, 1972) is an American rapper. A member of the Flipmode Squad, a hip hop crew led by Busta Rhymes, she is one of modern hip hop's most respected female artists. A New Jersey native, Rah Digga attended private school in Maryland where she graduated as salutatorian, then studied electrical engineering at the New Jersey Institute Of Technology. She started rapping after being inspired by artists of hip hop's ""golden age"" such as Rakim, Kool G. <a href=""https://www.last.fm/music/Rah+Digga"">Read more on Last.fm</a>",43077.0,260740.0,Lil' Kim,Da Brat,Busta Rhymes
448,Obie Trice,hip hop,track,Well Known Asshole,2001,1h7rBoa9BXTTGGGoRehZWm,"Obie Trice III (real name, no gimmicks, born November 14, 1977) is an American rap artist and songwriter. He began rapping at the age of 11, and is most known for his time spent signed to Shady Records. He also has his own record label, Black Market Entertainment. Obie Trice III was born and raised in Detroit, Michigan by his mother, along with three brothers. He is of African American and German descent. Trice was given a karaoke machine by his mother when he was eleven and he used it to rhyme over instrumentals from artists such as N. <a href=""https://www.last.fm/music/Obie+Trice"">Read more on Last.fm</a>",905548.0,5714232.0,D12,Stat Quo,Bad Meets Evil
449,Black Attack,hip hop,track,Verbal Attack (feat. Problemz),2001,50OxtkMgG7m6p5XnApFBrC,"There are two hip-hop groups with this name, one from Germany and one on Rawkus. Both appeared to start releasing in 1997, the German one having ten releases up to 2000. <a href=""https://www.last.fm/music/Black+Attack"">Read more on Last.fm</a>",26230.0,177908.0,Down Low,C-Block,J-Five
450,DJ Tommy,hip hop,track,Scratch Music - Funky China,2001,4yvprOdH7KTFdW7M1fTZKt,"DJ Tommy is undoubtedly Hong Kong's premier scratchmaster. Born in Hong Kong in 1971, he started DJing at the age of 15, getting into hip-hop music because the beats were fun to play with and they allowed him to work on his mixing skills. By 1991, at the age of 19, he was crowned the Hong Kong DMC DJ Champion. He won that title again the next year, and went on to compete in the Technics World DJ Championship at the Ministry of Sound in London, where he came No. <a href=""https://www.last.fm/music/DJ+Tommy"">Read more on Last.fm</a>",2441.0,13119.0,Adry WG,DJ USUP,Gabbers United
451,I.G.T.,hip hop,track,Make Cents (feat. Inspectah Deck),2001,2dK4R2KCGbACAyF1fHvaJv,"A rap group based in Roosevelt, New York, United States. www.myspace.com/illgottenteam <a href=""https://www.last.fm/music/I.G.T."">Read more on Last.fm</a>",1546.0,5176.0,Black Market Militia,Sleestack'z,Neek The Exotic
452,The Crash,hip hop,track,Of Hope and Despair,2001,3MmgqMG1yydXRkfhFPcIGl,"Theres at least 2 bands named The Crash 1) A band hailing from Turku, Finland, composed of Teemu Brunila (vocals/guitars), Samuli Haataja (bass/vocals) and Erkki Kaila (drums). At the end of the last century The Crash got their first album out: ""Comfort Deluxe"". The most well known was probably ""Sugared"" with a stylish music video that actually won some awards in Finland (Gayest Video in Finland Award by Vinoraati). The band toured internationally as well, and word spread around. <a href=""https://www.last.fm/music/The+Crash"">Read more on Last.fm</a>",95276.0,2554691.0,Ultra Bra,Pariisin Kevät,Tehosekoitin
453,Fabolous,hip hop,track,Can You Hear Me,2001,7lAzG8UMxhg0XFexbgwVQF,"John David Jackson (born November 18, 1977 in Brooklyn, New York), better known by his stage name Fabolous, is a Grammy award nominated American rapper, actor and designer signed to Def Jam Records. He released his debut album, Ghetto Fabolous in 2001 and has since released 2003's Street Dreams, 2004's Real Talk and 2007's From Nothin' To Somethin', all of which have collectively sold over four million copies in the United States. His fourth studio album, Loso's Way, was released in July of 2009 and debuted at #1 on the Billboard 200 chart. <a href=""https://www.last.fm/music/Fabolous"">Read more on Last.fm</a>",1815174.0,15234188.0,Jadakiss,Lloyd Banks,Beanie Sigel
454,N.O.R.E.,hip hop,track,I Love My Life,2001,0rOpBo6Uva2fd1NHNt48Gq,"Victor Santiago Jr. (born September 6, 1977 in Queens, New York), better known by his stage name N.O.R.E, is an American rapper, one half of hip hop duo Capone-N-Noreaga that debuted in 1996 and founder of Thugged Out Militainment. He released his debut album, N.O.R.E., in 1998 under the name Noreaga. <a href=""https://www.last.fm/music/N.O.R.E."">Read more on Last.fm</a>",350479.0,1875391.0,Sheek Louch,Beanie Sigel,Capone-N-Noreaga
455,Fresh Gordon,hip hop,track,Feelin' James,2001,6hYFIRvZAvprfkSNkVFmew," <a href=""https://www.last.fm/music/Fresh+Gordon"">Read more on Last.fm</a>",687.0,1805.0,Funky Four + One,"Chris ""The Glove"" Taylor & Ice T",Marley Marl
456,Too Poetic,hip hop,track,Poetical Terror,2001,3uVuR7AGO0zsJWjLbJ19TV,"Too Poetic was a hiphop group that was originally comprised by two(Too) DJ's - DJ Capitcal K aka Kaos and DJ Woody Wood and one MC(Poetic). Woody Wood left the group to help his wife raise their new born child. ""that's minus one but there's still Too"". Before Woody left they dropped the legendary classic single God Made Me Funky/Political Terror 12inch which had been brought to the late great, Paul 'C' McKasty for the final mix. They also released a music video for God Made Me Funky. The single was very well received. <a href=""https://www.last.fm/music/Too+Poetic"">Read more on Last.fm</a>",558.0,4812.0,Saafir,Chi-Ali,Yaggfu Front
457,Prince Rakeem,hip hop,track,Ooh I Love You Rakeem - Baggin' Ladies Mix,2001,1sFDjG5c9rxiuusYZgf0LA," <a href=""https://www.last.fm/music/+noredirect/Prince+Rakeem"">Read more on Last.fm</a>",5122.0,26168.0,U-God,Inspectah Deck,Cappadonna
458,AZAD,hip hop,track,Hip Hop,2001,0S2k85tOpimIC2f7kVFiyn,"There is more than one artist using this name. 1) Azad Right is an emerging emcee / producer from Venice, Los Angeles, California. His Quantic-produced single ""Bad Energy"", which was the first release in his ongoing #GetRightTuesday campaign, sums up his mission nicely, as it's ""a call to action for listeners to rid themselves of bad energy, chase their dreams, not take their lives for granted and keep everything they do honest"". 2) Azad is a German rapper. <a href=""https://www.last.fm/music/Azad"">Read more on Last.fm</a>",107768.0,2304425.0,Kool Savas,Fler,Chakuza
459,HHP,hip hop,track,Go Diragalang,2001,1AeXPBwBGgaifDobmsRvHG,"Jabulani Tsambo (14 September 1980 – 24 October 2018), better known by his stage name Hip Hop Pantsula, later shortened to HHP, was a South African Motswako rapper (Motswakolista) who performed in several languages, mostly in Setswana. <a href=""https://www.last.fm/music/HHP"">Read more on Last.fm</a>",1150.0,11499.0,Khuli Chana,Pro Kid,Zakwe
460,Flegmaatikot,hip hop,track,Streittii Hip Hoppii,2001,628jXbucFBBkFXUDRfUC5w,"Flegmaatikot, FLG, is a rap group from Tampere, Finland. It have three members called Tiedemies (""Scientist""), Spesialisti (""Specialist"") and Leijonamieli (""Lionheart"" as in Richard I). Two of them have later started solo careers. They've released seven singles and four albums. Albums ""Lyricalsumowrestlin"", 1999 ""Läheltä ja kaukaa"", 2001 ""Hampuusin päiväkirja"", 2001 ""931"", 2012 Singles ""Ei epäilystä"", 2000 ""Hallitse ja hajoita"", 2001 ""Mutsin luona"", 2001 <a href=""https://www.last.fm/music/Flegmaatikot"">Read more on Last.fm</a>",10703.0,190819.0,Spesialisti,Seremoniamestari,Ritarikunta
461,1TYM,hip hop,track,Hiphop Kids,2001,7zonxRzabKfLxD9XoR8vkO,"1TYM is a male South Korean hip hop and R&B group under the YG Family record label. Started in 1998 by leader Teddy Park (Park Hong Jun) and Danny Im (Im Tae bin), 1TYM was later complete when Song Baekkyoung and Oh Jinhwan joined. Teddy is the main rapper, and leader of the group while Danny is the main soul vocalist (he released his self-titled R&B solo debut in 2005). Oh Jinhwan is known for his coarse style of rapping in addition to soft style of singing while creating unique dance moves <a href=""https://www.last.fm/music/1TYM"">Read more on Last.fm</a>",24575.0,868669.0,Jinusean,Drunken Tiger,H.O.T
462,Kim Hiorthøy,hip hop,track,Hip Hop Is a Way of Life,2001,2zNAYZrq2L9NiWJ6soC9ZT,"Kim Hiorthøy (b. 1973) is a Norwegian electronic musician, graphic designer, illustrator, filmmaker and writer. Hiorthøy has provided graphic design work for the Rune Grammofon label as well as the rock group Motorpsycho His musical style is difficult to classify; his label Smalltown Supersound's website includes the following description: ""On his records Kim Hiorthøy combines weird beats, lo-fi/leftfield electronics, field recordings, electro-acoustic sounds and samples, resulting in a sound all his own."" <a href=""https://www.last.fm/music/+noredirect/Kim+Hiorth%C3%B8y"">Read more on Last.fm</a>",44153.0,799483.0,Secede,shinetiac,Telefon Tel Aviv
463,Sully Sefil,hip hop,track,Hip-hop de dingue,2001,4DbMLIDA3Y6ab3mBGl8qBQ," <a href=""https://www.last.fm/music/Sully+Sefil"">Read more on Last.fm</a>",2485.0,13043.0,Lady Laistee,Pit Baccardi,Kool Shen
464,DJ Volt,hip hop,track,Hip-hop jest kroniką życia - Skit,2001,0ZLND1uMr8zWhdrAt99Usa," <a href=""https://www.last.fm/music/DJ+Volt"">Read more on Last.fm</a>",851.0,3308.0,Dj Volt & D.W.A.,Rapafun,Aśka
465,30odd08,hip hop,track,Hip-Hopocracy,2001,0b4cfveJhHHDnC08TEMZOV," <a href=""https://www.last.fm/music/30Odd08"">Read more on Last.fm</a>",200.0,2361.0,Bewkenheimer,Blister 66,Armani Death Machine
466,III Most Wanted,hip hop,track,Calm Down,2001,4qDYrdhTPltpUCeH2crryr," <a href=""https://www.last.fm/music/III+Most+Wanted"">Read more on Last.fm</a>",251.0,753.0,Super Lover Cee & Casanova Rud,Tuff Crew,JVC Force
467,Gregor Strniša,hip hop,track,Hip Hop Bach - 2023 Remix,2001,1GcGSQuQrg7sAdpJTd4XMJ," <a href=""https://www.last.fm/music/Gregor+Strni%C5%A1a"">Read more on Last.fm</a>",466.0,1139.0,Alessandro Balotelli,Jodie Miles,Soinà
468,El Puto Coke,hip hop,track,Hip hop al top,2001,27zum1SD05FLoIh3ysk3Eb,"Mc-Producer from Vigo, formerly in the hip-hop crew La Fam. Download tracks on his official website: www.elputocoke.com <a href=""https://www.last.fm/music/El+Puto+Coke"">Read more on Last.fm</a>",749.0,12198.0,Mitsuruggy,Jefe de la M,Jotamayúscula
469,DJ Chino,hip hop,track,Hip Hop Mix (Instrumental),2001,1p825fOys5hA3O9Wfx4LiZ," <a href=""https://www.last.fm/music/DJ+Chino"">Read more on Last.fm</a>",9744.0,42181.0,DJ Liendro,Emus Dj,Dura DJ
