artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
Hollywood Strings Orchestra,orchestra,track,April In Portugal,2000,7ICynTx21RvbsxAQQJt5KO," <a href=""https://www.last.fm/music/Hollywood+Strings+Orchestra"">Read more on Last.fm</a>",8169,41910,Orchestra Querencio,Louis Adrien,René Cloërec
The Harry Lyd Orchestra,orchestra,track,Up Where We Belong,2000,1BhH5n8iWCZEA9Jzj3WZny," <a href=""https://www.last.fm/music/The+Harry+Lyd+Orchestra"">Read more on Last.fm</a>",608,1676,Nathan Reed,The Sax Moods Band,Ladislav Vratil
Queensland Symphony Orchestra,orchestra,track,Panzerlied,2000,4VzlVPYwb4QoiJI1wviPht,"The Queensland Symphony Orchestra (QSO) is an Australian orchestra, based principally in Brisbane in the state of Queensland. The QSO played its first concert on 26 March 1947, with the orchestra consisting of 45 musicians, conducted by Percy Code.[1] John Farnsworth Hall was recruited from the Sydney Symphony Orchestra as the orchestra's first chief conductor. The orchestra played concerts in various Queensland cities and towns, such as Innisfail and Townsville, travelling up to 3500 miles a year in the process.[2] <a href=""https://www.last.fm/music/Queensland+Symphony+Orchestra"">Read more on Last.fm</a>",5496,26810,Tasmanian Symphony Orchestra,West Australian Symphony Orchestra,Johann Friedrich Reichardt
Antonio Vivaldi,orchestra,track,"The Four Seasons, Summer, Violin Concerto in G Minor, RV 315, Op. 8 No. 2: III. Presto",2000,1toJ829u9KpFq5uGXqeATq,"Antonio Lucio Vivaldi (4 March 1678 – 28 July 1741) was an Italian composer, virtuoso violinist, impresario of Baroque music, and Roman Catholic priest. He is regarded as one of the leading Baroque composers, with a significant influence across Europe during his lifetime. Vivaldi contributed to developments in orchestration, violin technique, and programmatic music. He played a key role in consolidating the concerto form, particularly the solo concerto, into a widely recognised musical idiom. <a href=""https://www.last.fm/music/Antonio+Vivaldi"">Read more on Last.fm</a>",1888862,40687135,Georg Friedrich Händel,Johann Sebastian Bach,Wolfgang Amadeus Mozart
Wolfgang Amadeus Mozart,orchestra,track,"Don Giovanni, K.527 / Act 2: ""Don Giovanni, a cenar teco m'invitasti""",2000,4Ep5LapcDLlCAR7DlRiH8f,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",2417021,69063685,Ludwig van Beethoven,Johann Sebastian Bach,Franz Schubert
Wolfgang Amadeus Mozart,orchestra,track,"Don Giovanni, K.527: Overture",2000,5vRPRpNILyNvy7d7IOlUac,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",2417021,69063685,Ludwig van Beethoven,Johann Sebastian Bach,Franz Schubert
Yo-Yo Ma,orchestra,track,To the South,2000,4JYvCKouJmxHilLkf8DQtk,"Yo-Yo Ma (born October 7, 1955) is an American cellist. Born to and partially raised by Chinese parents in Paris and educated in New York City, he was a child prodigy, performing from the age of four and a half. He graduated from the Juilliard School and Harvard University, attended Columbia University, and has performed as a soloist with orchestras around the world. He has recorded more than 92 albums and received 19 Grammy Awards. In addition to recordings of the standard classical repertoire <a href=""https://www.last.fm/music/Yo-Yo+Ma"">Read more on Last.fm</a>",472892,7639481,Mstislav Rostropovich,Víkingur Ólafsson,Hilary Hahn
The Gino Marinello Orchestra,orchestra,track,Fernando,2000,0jAUW19bsSHInKT6Stv9RY," <a href=""https://www.last.fm/music/The+Gino+Marinello+Orchestra"">Read more on Last.fm</a>",5190,44749,Brancaster Studio Orchestra,Clous van Mechelen,Brian Smith
The Marco Phillipe Orchestra,orchestra,track,Without You,2000,2iJ5K0omHB5AXKFoabYfeY," <a href=""https://www.last.fm/music/The+Marco+Phillipe+Orchestra"">Read more on Last.fm</a>",3361,15542,Atlantic Five Sax Department,Snake Hips Johnson,John Warrington
Mantovani,orchestra,track,For All We Know,2000,34r8y8TT0W4Rch2bPDuKDj,"Mantovani was born in Venice, Italy and his father was the concertmaster of La Scala orchestra under Arturo Toscanini. His family moved to England in 1912, where he studied at Trinity College of Music in London. After graduation, he formed his own orchestra, which played in and around Birmingham. By the time World War II broke out, his orchestra was one of the most popular in UK, both on the BBC and in live performances. He was also musical director for a large number of musicals and other plays, including ones by Noel Coward. <a href=""https://www.last.fm/music/Mantovani"">Read more on Last.fm</a>",88941,827078,James Last,101 Strings Orchestra,Frank Chacksfield
Gustav Mahler,orchestra,track,Das Lied von der Erde: I. Das Trinklied vom Jammer der Erde,2000,1m1yWyFZlqr1LWsWHFodIq,"Gustav Mahler (7 July 1860 – 18 May 1911) was an Austro-Bohemian composer and conductor, regarded as a key figure bridging 19th-century Austro-German traditions and early 20th-century modernism. While his reputation as a conductor was well established during his lifetime, his compositions gained wider recognition only after periods of neglect, including bans on their performance in much of Europe during the Nazi era. After 1945, his works were rediscovered and have since become frequently performed and recorded. <a href=""https://www.last.fm/music/Gustav+Mahler"">Read more on Last.fm</a>",722006,8017298,Richard Strauss,Anton Bruckner,Ludwig van Beethoven
Antonio Vivaldi,orchestra,track,"Nisi Dominus (Psalm 126), RV 608: 1. ""Nisi Dominus"" (Allegro)",2000,4JJKuulfocD4ni94vMzpDs,"Antonio Lucio Vivaldi (4 March 1678 – 28 July 1741) was an Italian composer, virtuoso violinist, impresario of Baroque music, and Roman Catholic priest. He is regarded as one of the leading Baroque composers, with a significant influence across Europe during his lifetime. Vivaldi contributed to developments in orchestration, violin technique, and programmatic music. He played a key role in consolidating the concerto form, particularly the solo concerto, into a widely recognised musical idiom. <a href=""https://www.last.fm/music/Antonio+Vivaldi"">Read more on Last.fm</a>",1888862,40687135,Georg Friedrich Händel,Johann Sebastian Bach,Wolfgang Amadeus Mozart
Duke Ellington,orchestra,track,Jeep's Blues,2000,3yizjcTNKg1lhBOr6wTeOB,"Duke Ellington (Edward Kennedy Ellington, April 29, 1899 - May 24, 1974) was an American jazz composer, pianist and bandleader, one of the most influential figures in jazz, if not in all American music. Duke Ellington composed over 3000 songs, including: ""It Don't Mean A Thing If It Ain't Got That Swing"", ""Sophisticated Lady"", ""Mood Indigo"", “Solitude"", ""In a Mellotone"", and ""Satin Doll"". Through the ranks of Duke Ellington & His Orchestra passed some of the biggest names in jazz <a href=""https://www.last.fm/music/Duke+Ellington"">Read more on Last.fm</a>",1409865,21337480,Duke Ellington & His Orchestra,Count Basie,Earl Hines
Duke Ellington,orchestra,track,It Don't Mean a Thing (If It Ain't Got That Swing),2000,0KE86dJEs5gzhbTgCBALCJ,"Duke Ellington (Edward Kennedy Ellington, April 29, 1899 - May 24, 1974) was an American jazz composer, pianist and bandleader, one of the most influential figures in jazz, if not in all American music. Duke Ellington composed over 3000 songs, including: ""It Don't Mean A Thing If It Ain't Got That Swing"", ""Sophisticated Lady"", ""Mood Indigo"", “Solitude"", ""In a Mellotone"", and ""Satin Doll"". Through the ranks of Duke Ellington & His Orchestra passed some of the biggest names in jazz <a href=""https://www.last.fm/music/Duke+Ellington"">Read more on Last.fm</a>",1409865,21337480,Duke Ellington & His Orchestra,Count Basie,Earl Hines
Alan Menken,orchestra,track,The Hunchback of Notre Dame: Some Day (arr. for orchestra),2000,0B0QWG9lUoek1Fy9xji0tl,"Alan Menken (born July 22, 1949 in New Rochelle, New York, United States) is an American musical theatre and film composer, and pianist. Menken has collaborated with several renowned lyricists including Howard Ashman (1950-1991), Tim Rice and Stephen Schwartz. For his work he has won eight Academy Awards as well as ten additional nominations. His best known work includes the Disney animated movies, The Little Mermaid, Beauty and the Beast, Aladdin <a href=""https://www.last.fm/music/Alan+Menken"">Read more on Last.fm</a>",679060,11097281,Brad Kane,Jodi Benson,George Bruns
Hollywood Strings Orchestra,orchestra,track,A Man and A Woman,2000,2drokLhz4dnCjxDO7vUqFF," <a href=""https://www.last.fm/music/Hollywood+Strings+Orchestra"">Read more on Last.fm</a>",8169,41910,Orchestra Querencio,Louis Adrien,René Cloërec
Tan Dun,orchestra,track,For the World,2000,0FAR6JGruGI1m4vpz7qhC7,"Tan Dun (Dun Tan, 譚盾; born August 18, 1957) is best known as the Grammy and Oscar award winning composer for the soundtracks of the movies Crouching Tiger, Hidden Dragon and Hero. Tan Dun was born in the village of Simao, Changsha in the Hunan province of China. As a child, he was fascinated by the role in his village of the shaman, who conducted rituals and ceremonies, often set to music made with organic objects like rocks and water. However <a href=""https://www.last.fm/music/+noredirect/Tan+Dun"">Read more on Last.fm</a>",23977,174252,梅林茂,James Horner,Harry Gregson-Williams
The City of Prague Philharmonic Orchestra,orchestra,track,"Chamber of Mirrors / Crystal Palace - From ""Conan the Destoyer""",2000,2Sw2gZxBB4zuTFs38gUqv6,"The City of Prague Philharmonic Orchestra (Czech: Filharmonici města Prahy) is a professional philharmonic symphony orchestra. It is predominantly composed of Czech and Slovak classical and jazz musicians. The orchestra started out, after World War II, in 1947, as the in-house full orchestra regularly playing music for film, television and animation productions at the world famous Barrandov Film Studios, in Prague, as well as the historic Krátký Film productions (meaning ""short film,"" in Czech), and the former Czechoslovak Television. <a href=""https://www.last.fm/music/The+City+of+Prague+Philharmonic+Orchestra"">Read more on Last.fm</a>",435023,4652707,London Music Works,James Newton Howard,James Horner
Hollywood Symphony Orchestra,orchestra,track,The Mission (Main Theme),2000,3SqA2enRm1v9CWIQ7cnDDZ," <a href=""https://www.last.fm/music/Hollywood+Symphony+Orchestra"">Read more on Last.fm</a>",19549,84689,BBC Concert Orchestra,Seattle Symphony Orchestra,Moscow Symphony Orchestra
The City of Prague Philharmonic Orchestra,orchestra,track,"Anvil of Crom / Finale - From ""Conan the Barbarian""",2000,34UT4qDp74lLSyqtX6h8I4,"The City of Prague Philharmonic Orchestra (Czech: Filharmonici města Prahy) is a professional philharmonic symphony orchestra. It is predominantly composed of Czech and Slovak classical and jazz musicians. The orchestra started out, after World War II, in 1947, as the in-house full orchestra regularly playing music for film, television and animation productions at the world famous Barrandov Film Studios, in Prague, as well as the historic Krátký Film productions (meaning ""short film,"" in Czech), and the former Czechoslovak Television. <a href=""https://www.last.fm/music/The+City+of+Prague+Philharmonic+Orchestra"">Read more on Last.fm</a>",435023,4652707,London Music Works,James Newton Howard,James Horner
Johann Sebastian Bach,orchestra,track,"Overture (Suite) No. 2 in B Minor, BWV 1067: VI. Menuet",2000,71sMzjGn5KsFIYvNwHQbhk,"Johann Sebastian Bach (31 March 1685 – 28 July 1750) was a German composer and musician of the late Baroque period. He composed a wide range of music across various instruments and forms, including orchestral works such as the Brandenburg Concertos; solo instrumental pieces like the cello suites and the sonatas and partitas for solo violin; keyboard compositions including the Goldberg Variations and The Well-Tempered Clavier; organ works such as <a href=""https://www.last.fm/music/Johann+Sebastian+Bach"">Read more on Last.fm</a>",2409686,93303532,Ludwig van Beethoven,Wolfgang Amadeus Mozart,Georg Friedrich Händel
Raymond Scott,orchestra,track,Portofino 1,2000,42ubQOTKEONle9BNTlHTu3,"Raymond Scott (born Harry Warnow, 10 September 1908 – 8 February 1994), was an American composer, orchestra leader, pianist, engineer, electronic instrument inventor and electronic music pioneer. He was born in Brooklyn to a family of Russian-Jewish immigrants. Though Scott never scored cartoon soundtracks, his music is familiar to millions because of its adaptation by Warner Bros. In 1936, Scott formed the ""Raymond Scott Quintette"", hoping to revitalise swing music through tight, busy arrangements and reduced reliance on improvisation. <a href=""https://www.last.fm/music/Raymond+Scott"">Read more on Last.fm</a>",247741,2483664,Bruce Haack,Mort Garson,Yasuaki Shimizu
Johann Strauss I,orchestra,track,"Radetzky March, Op. 228",2000,4Fc8kSiUQ2tOVeZCHQwrKi,"Johann Strauss I (German: Johann Strauss) born in Vienna, (March 14, 1804 – September 25, 1849) was an Austrian Romantic composer known particularly for his waltzes and for popularizing it alongside Josef Lanner thereby (without intention) setting the foundations for his sons to carry on his musical dynasty. His most famous piece, however, is probably the Radetzky March (named after Joseph Radetzky von Radetz) whereas his most famous waltz is probably the Lorelei Rhine Klänge op. 154. <a href=""https://www.last.fm/music/Johann+Strauss+I"">Read more on Last.fm</a>",84135,330426,Josef Strauss,Franz von Suppé,Orchestra of the Viennese Volksoper & Alfred Scholz
Giuseppe Verdi,orchestra,track,"Rigoletto / Act 3: ""Bella figlia dell'amore""",2000,1I9VxWO4FHPIzsIxOTnd6V,"Giuseppe Fortunino Francesco Verdi (La Roncole, Italy, October 9 or 10, 1813 – January 27, 1901) was an Italian Romantic composer, mainly of opera. He was one of the most influential composers in the 19th century. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture - such as ""La donna è mobile"" from Rigoletto, ""Va <a href=""https://www.last.fm/music/Giuseppe+Verdi"">Read more on Last.fm</a>",867112,9470879,Gaetano Donizetti,Giacomo Puccini,Vincenzo Bellini
Alfredo Catalani,orchestra,track,"La Wally, Act I: Ebben? Ne andrò lontana",2000,0LDoz3TIIKeahgoSoDLCVH,"Alfredo Catalani (June 19, 1854 – August 7, 1893), was an Italian operatic composer. He is best known for the works La Wally (1892), to a libretto by Luigi Illica, containing Catalani's most famous aria ""Ebben? Ne andrò lontana"" from Act I, and Loreley (1890). Other operas were less successful, hampered by poor libretti. Catalani was born in Lucca. He was opposed to the verismo style becoming popular during the 1880s. His works have largely fallen out of the repertoire <a href=""https://www.last.fm/music/Alfredo+Catalani"">Read more on Last.fm</a>",35570,125055,Umberto Giordano,Francesco Cilea,Renata Tebaldi
Wolfgang Amadeus Mozart,orchestra,track,"Cassation in B-Flat Major, K. 99: V. Andante",2000,7z1o9g5ijLR7TJTPft2UgX,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",2417021,69063685,Ludwig van Beethoven,Johann Sebastian Bach,Franz Schubert
Hans Zimmer,orchestra,track,"The Battle - From ""Gladiator"" Soundtrack",2000,6W5lBASuW1FOSoDNJe300u,"Hans Florian Zimmer (born 12 September 1957) is a German film score composer and record producer. Since the 1980s, he has composed music for over 150 films. His works include The Lion King, for which he won the Academy Award for Best Original Score in 1995, the Pirates of the Caribbean series, The Thin Red Line, Gladiator, The Last Samurai, and The Dark Knight Trilogy. Zimmer spent the early part of his career in the United Kingdom before moving to the United States. <a href=""https://www.last.fm/music/Hans+Zimmer"">Read more on Last.fm</a>",2426895,126090296,Hans Zimmer & James Newton Howard,Ludwig Göransson,James Horner
Ray Conniff,orchestra,track,"Theme From ""New York, New York""",2000,3GLLiHHvImt1Nap1rACcNt,"Joseph Raymond Conniff (November 6, 1916 - October 12, 2002) was an American musician. He was born in Attleboro, Massachusetts, and learned to play the trombone from his father. He studied music arranging from a course book. After serving in the U.S. Army in World War II (where he worked under Walter Schumann), he was hired by Mitch Miller, then head of A & R at Columbia Records as their home arranger, and he worked with several artists, including Rosemary Clooney, Marty Robbins, Frankie Laine, Johnny Mathis, Guy Mitchell and Johnnie Ray. <a href=""https://www.last.fm/music/Ray+Conniff"">Read more on Last.fm</a>",193498,1677968,The Ray Conniff Singers,Bert Kaempfert,James Last
Johann Sebastian Bach,orchestra,track,"Concerto for 2 Violins in D Minor, BWV 1043: I. Vivace",2000,3SphY77clo4aIAvHWEphwW,"Johann Sebastian Bach (31 March 1685 – 28 July 1750) was a German composer and musician of the late Baroque period. He composed a wide range of music across various instruments and forms, including orchestral works such as the Brandenburg Concertos; solo instrumental pieces like the cello suites and the sonatas and partitas for solo violin; keyboard compositions including the Goldberg Variations and The Well-Tempered Clavier; organ works such as <a href=""https://www.last.fm/music/Johann+Sebastian+Bach"">Read more on Last.fm</a>",2409686,93303532,Ludwig van Beethoven,Wolfgang Amadeus Mozart,Georg Friedrich Händel
Yo-Yo Ma,orchestra,track,Farewell,2000,1sHcdZqH45OCEpZz0dsxzY,"Yo-Yo Ma (born October 7, 1955) is an American cellist. Born to and partially raised by Chinese parents in Paris and educated in New York City, he was a child prodigy, performing from the age of four and a half. He graduated from the Juilliard School and Harvard University, attended Columbia University, and has performed as a soloist with orchestras around the world. He has recorded more than 92 albums and received 19 Grammy Awards. In addition to recordings of the standard classical repertoire <a href=""https://www.last.fm/music/Yo-Yo+Ma"">Read more on Last.fm</a>",472892,7639481,Mstislav Rostropovich,Víkingur Ólafsson,Hilary Hahn
John Williams,orchestra,track,Shark Attack,2000,4fMHYXLvnC0MFllGGL0Gq7,"There are at least five artists with this name; 1) John Towner Williams (born February 8, 1932) is an American composer, conductor, and pianist. With a career spanning over six decades, he has composed some of the most popular, recognizable, and critically acclaimed film scores in cinematic history, including those of the Star Wars series, Jaws, Close Encounters of the Third Kind, Superman, E.T. the Extra-Terrestrial, the Indiana Jones series, the first two Home Alone films <a href=""https://www.last.fm/music/John+Williams"">Read more on Last.fm</a>",2075733,63107596,James Horner,Nicholas Hooper,Patrick Doyle
John Williams,orchestra,track,Main Title,2000,5lvsa8QX9MzzG3aQgKwhd2,"There are at least five artists with this name; 1) John Towner Williams (born February 8, 1932) is an American composer, conductor, and pianist. With a career spanning over six decades, he has composed some of the most popular, recognizable, and critically acclaimed film scores in cinematic history, including those of the Star Wars series, Jaws, Close Encounters of the Third Kind, Superman, E.T. the Extra-Terrestrial, the Indiana Jones series, the first two Home Alone films <a href=""https://www.last.fm/music/John+Williams"">Read more on Last.fm</a>",2075733,63107596,James Horner,Nicholas Hooper,Patrick Doyle
Bruno Balz,orchestra,track,Davon geht die Welt nicht unter,2000,4kCTkzH4DstCFiJoRtOmfA," <a href=""https://www.last.fm/music/Bruno+Balz"">Read more on Last.fm</a>",318,4585,Fred Raymond,Friedrich Hollaender,Otto Stenzel
Gustav Mahler,orchestra,track,"Lieder eines fahrenden Gesellen: No. 1, Wenn mein Schatz Hochzeit macht",2000,5CxesimjEDwu4PSZglcgRb,"Gustav Mahler (7 July 1860 – 18 May 1911) was an Austro-Bohemian composer and conductor, regarded as a key figure bridging 19th-century Austro-German traditions and early 20th-century modernism. While his reputation as a conductor was well established during his lifetime, his compositions gained wider recognition only after periods of neglect, including bans on their performance in much of Europe during the Nazi era. After 1945, his works were rediscovered and have since become frequently performed and recorded. <a href=""https://www.last.fm/music/Gustav+Mahler"">Read more on Last.fm</a>",722006,8017298,Richard Strauss,Anton Bruckner,Ludwig van Beethoven
Orchestra Morphine,orchestra,track,The Night,2000,3QMNyLJs6t4uCZgMveg6iX,"Within a year of Sandman's death, Colley and Conway created Orchestra Morphine, a group of Sandman's friends and colleagues who toured to celebrate the music of the band and to raise funds for the Mark Sandman Music Education Fund. Orchestra Morphine mostly performed music from The Night, but also included some Hypnosonics material as well. Later, singer and guitarist Laurie Sargent, a member of Orchestra Morphine and former vocalist for the band Face to Face <a href=""https://www.last.fm/music/Orchestra+Morphine"">Read more on Last.fm</a>",3768,41168,Twinemen,The Bone,Bourbon Princess
Ludwig van Beethoven,orchestra,track,"Beethoven: Symphony No. 3 in E-Flat Major, Op. 55 ""Eroica"": I. Allegro con brio",2000,4K8ILmLCtlQnJW3uQCi1mw,"Ludwig van Beethoven (baptised 17 December 1770 – 26 March 1827) was a German composer and pianist. He is regarded as one of the central figures in the history of Western music. His compositions, which are among the most frequently performed in the classical repertoire, mark a transition from the Classical period to the Romantic era. His career is often divided into three periods: the early period, ending around 1802, in which he developed his compositional style; the middle period <a href=""https://www.last.fm/music/Ludwig+van+Beethoven"">Read more on Last.fm</a>",2744051,57380632,Wolfgang Amadeus Mozart,Johann Sebastian Bach,Johannes Brahms
Donato Di Stefano,orchestra,track,"Le Nozze Di Figaro (The Marriage Of Figaro), K. 492: Act II Scene 3: Canzona - Voi, Che Sapete",2000,1bgnGwAcN4M7E1PJiLQEq9," <a href=""https://www.last.fm/music/Donato+di+Stefano"">Read more on Last.fm</a>",13772,73303,Hungarian Radio Chorus,Daniel Barenboim and Berliner Philharmoniker,Coro del Teatro alla Scala
John Williams,orchestra,track,Schindlers Liste: Thema (Schindlers Liste): Theme (Shindler's List),2000,0r0uLsulJIaR9Ie0lKSCuq,"There are at least five artists with this name; 1) John Towner Williams (born February 8, 1932) is an American composer, conductor, and pianist. With a career spanning over six decades, he has composed some of the most popular, recognizable, and critically acclaimed film scores in cinematic history, including those of the Star Wars series, Jaws, Close Encounters of the Third Kind, Superman, E.T. the Extra-Terrestrial, the Indiana Jones series, the first two Home Alone films <a href=""https://www.last.fm/music/John+Williams"">Read more on Last.fm</a>",2075733,63107596,James Horner,Nicholas Hooper,Patrick Doyle
Leonard Rosenman,orchestra,track,"Star Trek IV: The Voyage Home: End Credits - From ""Star Trek IV: The Voyage Home""",2000,0R6Z7l4pc2TQhSOC9cqMld,"Leonard Rosenman (September 7, 1924 – March 4, 2008) was an Oscar and Emmy award-winning American film, television and concert composer. Leonard Rosenman was born in Brooklyn, New York. After service in the Pacific with the Army Air Forces in World War II, he earned a bachelor's degree in music from the University of California, Berkeley. He also studied composition with Arnold Schoenberg, Roger Sessions and Luigi Dallapiccola. Amongst Rosenman's <a href=""https://www.last.fm/music/Leonard+Rosenman"">Read more on Last.fm</a>",39956,274195,Cliff Eidelman,Jerry Goldsmith,Dennis McCarthy
Lajos Lencsés,orchestra,track,Andante in F Minor,2000,2iqkC4fdVNyJT1GTnbX6sP," <a href=""https://www.last.fm/music/Lajos+Lencs%C3%A9s"">Read more on Last.fm</a>",2676,7641,Anthony Camden,François Leleux,Sergio Azzolini
Philip Glass,orchestra,track,Company: I. —,2000,26Hk7OG6OElO6Vgsh4IcmY,"Philip Glass (born January 31, 1937) is an American composer. He is widely regarded as one of the most influential musicians of the late 20th century. Glass's work has been described as minimal music, having similar qualities to other ""minimalist"" composers such as La Monte Young, Steve Reich, and Terry Riley. Glass describes himself as a composer of ""music with repetitive structures"", which he has helped evolve stylistically. Glass founded the Philip Glass Ensemble, with which he still performs on keyboards. <a href=""https://www.last.fm/music/Philip+Glass"">Read more on Last.fm</a>",1257349,31074727,Kronos Quartet,Steve Reich,Terry Riley
John Fiddy,orchestra,track,Lazy Days and Moonlit Nights,2000,2IPX0pzfXGkkV0ob1bnMKq,"Kicking off his career as a session guitar and bass player, John Fiddy remains one of the leading figures in UK library music production to this very day, with his own John Fiddy Music controlling the Sonoton library catalogue, which has provided countless hours' worth of background music for film and television, a good deal of which has been Fiddy's own work. Pop and rock sessions were his major source of income in the late 60's and early 70's, featuring on hits for such stellar personalities as Lulu <a href=""https://www.last.fm/music/John+Fiddy"">Read more on Last.fm</a>",9271,62806,Alan Hawkshaw,David Lindup,Johnny Pearson
Anton Bruckner,orchestra,track,"Symphony No. 8 in C Minor, WAB 108 (1887/90 Versions, Ed. Haas): II. Scherzo. Allegro moderato – Trio. Langsam",2000,0Dy3mTLHE1IhSITZlxLcs9,"Joseph Anton Bruckner (4 September 1824 – 11 October 1896) was an Austrian composer and organist known primarily for his symphonies and sacred music, which includes Masses, Te Deum, and motets. His symphonies are regarded as representative of the later period of Austro-German Romanticism, noted for their rich harmonic language, complex polyphony, and extended length. Bruckner's compositions contributed to the development of contemporary musical styles through their use of dissonance, unexpected modulations, and shifting harmonies. <a href=""https://www.last.fm/music/Anton+Bruckner"">Read more on Last.fm</a>",292911,1968202,Gustav Mahler,Johannes Brahms,Richard Strauss
Tan Dun,orchestra,track,"Crouching Tiger, Hidden Dragon",2000,11AVmEHdQ9ysiTqeGGvhDd,"Tan Dun (Dun Tan, 譚盾; born August 18, 1957) is best known as the Grammy and Oscar award winning composer for the soundtracks of the movies Crouching Tiger, Hidden Dragon and Hero. Tan Dun was born in the village of Simao, Changsha in the Hunan province of China. As a child, he was fascinated by the role in his village of the shaman, who conducted rituals and ceremonies, often set to music made with organic objects like rocks and water. However <a href=""https://www.last.fm/music/+noredirect/Tan+Dun"">Read more on Last.fm</a>",23977,174252,梅林茂,James Horner,Harry Gregson-Williams
Héctor Ulises Passarella,orchestra,track,Libertango - orchestrated by Luis Enriques Bacalov,2000,0SZdwxuTuQgv2wGEH3gqFq," <a href=""https://www.last.fm/music/H%C3%A9ctor+Ulises+Passarella"">Read more on Last.fm</a>",131,498,Astor Piazzolla,Quadro Nuevo,Tango Siempre
Henry Mancini,orchestra,track,"Love Theme from ""Romeo and Juliet"" - Remastered",2000,25anT79TQrh5ely884DEpL,"Henry Mancini (April 16, 1924 – June 14, 1994) was an Academy Award-winning American composer, conductor and arranger. He is remembered particularly for being a composer of film and television scores - his best-known works are the jazz-idiom theme to The Pink Panther film series and Moon River. Mancini won a record number of Grammy awards, including a Grammy Lifetime Achievement Award in 1995. Mancini was born Enrico Nicola Mancini in the Little Italy neighborhood of Cleveland <a href=""https://www.last.fm/music/Henry+Mancini"">Read more on Last.fm</a>",912052,9583563,John Barry,Bert Kaempfert,Nelson Riddle
Antonín Dvořák,orchestra,track,"8 Slavonic Dances, Op. 72, B. 147: No. 2 in E Minor (Allegretto grazioso)",2000,5fxAC4eZj69nZ9QDpNH3MG,"Antonín Leopold Dvořák (8 September 1841 – 1 May 1904) was a Czech composer known for incorporating rhythms and elements of the folk music of Moravia and Bohemia into his work, following the nationalist example of his predecessor Bedřich Smetana. His style is regarded as a significant blend of national idiom with the symphonic tradition, effectively absorbing folk influences. Dvořák has been described as one of the most versatile composers of his time. <a href=""https://www.last.fm/music/+noredirect/Anton%C3%ADn+Dvo%C5%99%C3%A1k"">Read more on Last.fm</a>",1173499,12235714,Johannes Brahms,Felix Mendelssohn,Ludwig van Beethoven
Henry Mancini,orchestra,track,The Pink Panther Theme - Official Audio,2000,4qgxSGBrqUAQjcFZD25wX2,"Henry Mancini (April 16, 1924 – June 14, 1994) was an Academy Award-winning American composer, conductor and arranger. He is remembered particularly for being a composer of film and television scores - his best-known works are the jazz-idiom theme to The Pink Panther film series and Moon River. Mancini won a record number of Grammy awards, including a Grammy Lifetime Achievement Award in 1995. Mancini was born Enrico Nicola Mancini in the Little Italy neighborhood of Cleveland <a href=""https://www.last.fm/music/Henry+Mancini"">Read more on Last.fm</a>",912052,9583563,John Barry,Bert Kaempfert,Nelson Riddle
Ennio Morricone,orchestra,track,Ma l'amore no,2000,3L9NKhpYaxgDthEebClszt,"Ennio Morricone, Grand Officer OMRI (10 November 1928 - 6 July 2020) was an Italian composer, orchestrator, conductor, and former trumpet player. He composed a wide range of music styles, making him one of the most versatile, experimental and influential composers of all time, working in any medium. Since 1946 Morricone composed over 500 scores for cinema and television, as well as over 100 classical works. His filmography includes over 70 award-winning films <a href=""https://www.last.fm/music/Ennio+Morricone"">Read more on Last.fm</a>",1646225,38756332,Luis Bacalov,John Barry,Jerry Goldsmith
Haruomi Hosono,orchestra,track,Exotic Dance - Yellow Magic Orchestra Mix,2000,2C35vWg4jtm5KcnyjIG31j,"Haruomi Hosono (細野晴臣 Hosono Haruomi, born July 9, 1947 in Minato, Tokyo), also known as Harry Hosono, is a Japanese popular musician, best known internationally as a member of Yellow Magic Orchestra. How about Happy End? <a href=""https://www.last.fm/music/+noredirect/Haruomi+Hosono"">Read more on Last.fm</a>",292130,3738608,Yellow Magic Orchestra,はっぴいえんど,高橋幸宏
