artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
Sade,rock,track,King of Sorrow,2000,0qQcQIj6htaCX7KFrsciNU,"Sade (pronounced shah-day) is an English band formed in London in 1982, named after their lead singer, Sade Adu. Their music features elements of soul, quiet storm, smooth jazz and sophisti-pop. All of their albums, including compilations and a live album, have charted in the US Top Ten. Three of their members were originally from Hull in the East Riding of Yorkshire. Sade was formed in 1982, when members of Latin soul band Pride — Sade Adu, (real name Helen Folasade Adu - born 16 January 1959 in Ibadan <a href=""https://www.last.fm/music/Sade"">Read more on Last.fm</a>",2791384,94718422,Erykah Badu,Solange,Anita Baker
The Good Year Pimps,rock,track,Rocket Science,2000,7f1ofgXjVoEUfhNU4cykDh," <a href=""https://www.last.fm/music/The+Good+Year+Pimps"">Read more on Last.fm</a>",6345,38834,The Pimps,Spike 1000,O'Keefe Music Foundation
Johnny & The Jailbirds,rock,track,Rockin' the Blues Away,2000,1myqk2BTZIfAvGJY8C0Lrl," <a href=""https://www.last.fm/music/Johnny+&+The+Jailbirds"">Read more on Last.fm</a>",1316,10498,Hank Sundown & The Roaring Cascades,The Rockabilly Rebels,Emmy Lou and the rhythm boys
Sade,rock,track,Flow,2000,5BhdjbSvgGUwf2I2flmf11,"Sade (pronounced shah-day) is an English band formed in London in 1982, named after their lead singer, Sade Adu. Their music features elements of soul, quiet storm, smooth jazz and sophisti-pop. All of their albums, including compilations and a live album, have charted in the US Top Ten. Three of their members were originally from Hull in the East Riding of Yorkshire. Sade was formed in 1982, when members of Latin soul band Pride — Sade Adu, (real name Helen Folasade Adu - born 16 January 1959 in Ibadan <a href=""https://www.last.fm/music/Sade"">Read more on Last.fm</a>",2791384,94718422,Erykah Badu,Solange,Anita Baker
Sade,rock,track,Somebody Already Broke My Heart,2000,6bFGd2OxhPMgarpYVVncRC,"Sade (pronounced shah-day) is an English band formed in London in 1982, named after their lead singer, Sade Adu. Their music features elements of soul, quiet storm, smooth jazz and sophisti-pop. All of their albums, including compilations and a live album, have charted in the US Top Ten. Three of their members were originally from Hull in the East Riding of Yorkshire. Sade was formed in 1982, when members of Latin soul band Pride — Sade Adu, (real name Helen Folasade Adu - born 16 January 1959 in Ibadan <a href=""https://www.last.fm/music/Sade"">Read more on Last.fm</a>",2791384,94718422,Erykah Badu,Solange,Anita Baker
Ratones Paranoicos,rock,track,Rock del Pedazo,2000,5MRelkZAqB0SrxUtZmexQo,"Ratones Paranoicos was an Argentine music band, formed in 1984. The lead singer and guitar was Juan Sebastián Gutiérrez (""Juanse""), drummer Rubén Eduardo Quiroga (""Roy""), bass player Pablo Memi and backup singer and guitar Pablo Cano (""Sarcófago""). In August 2011, the band split. <a href=""https://www.last.fm/music/Ratones+Paranoicos"">Read more on Last.fm</a>",44691,650294,Divididos,Viejas Locas,Las Pelotas
ELO,rock,track,Rock & Roll Is King - Live,2000,7LpQXHAkjdM77uMyrO0rQX,"Electric Light Orchestra (ELO) was a very successful rock music group of the 1970s and 1980s, formed in Birmingham, England. They incorporated the sounds of string ensembles, vocoders and dub echos into rock songs, thereby creating a very sophisticated studio version of rock. The musical content of ELO songs often went far beyond usual chord structures, mixing pop songwriting with classical romanticism and synthesized sounds. The band claim that their music ‘picks up where The Beatles left off.’ <a href=""https://www.last.fm/music/+noredirect/ELO"">Read more on Last.fm</a>",52714,539252,Jeff Lynne,Supertramp,Traveling Wilburys
System Of A Down,rock,track,Shame,2000,44go3ZmDNtKdfCc15IseAx,"System of a Down are an Armenian American metal band, formed in 1994 in Los Angeles, California, USA. All four members are of Armenian descent, and are widely known for their views expressed in many of their songs confronting the Armenian Genocide of 1915 by the Ottoman Empire and the ongoing War on Terror by the US government. The band consists of Serj Tankian (vocals), Daron Malakian (vocals, guitar), Shavo Odadjian (bass, vocals) and John Dolmayan (drums). <a href=""https://www.last.fm/music/System+of+a+Down"">Read more on Last.fm</a>",5166360,408978224,Daron Malakian and Scars On Broadway,Serj Tankian,Slipknot
La Fuga,rock,track,Pedazo de morrón,2000,0FtwJkdBXBHZ4Yy20Xt56u,"Spanish rock band La Fuga were born in July of 1996 in Reinosa, a small industrial town south of Cantabria. Edu (drums), Rulo (guitar and voice), Fito (lead guitar and voice), and Inaki (bass) all left previous bands behind in hopes of forming a solid group. It was not long before La Fuga were performing regularly in Reinosa and the surrounding area. In June of 1997 the group took to the studio to record its first record, the self-produced El Camino. <a href=""https://www.last.fm/music/La+Fuga"">Read more on Last.fm</a>",75866,2309283,Marea,Platero y tú,Extremoduro
Sade,rock,track,All About Our Love,2000,0TZOdKFWNYfnwewAP8R4D8,"Sade (pronounced shah-day) is an English band formed in London in 1982, named after their lead singer, Sade Adu. Their music features elements of soul, quiet storm, smooth jazz and sophisti-pop. All of their albums, including compilations and a live album, have charted in the US Top Ten. Three of their members were originally from Hull in the East Riding of Yorkshire. Sade was formed in 1982, when members of Latin soul band Pride — Sade Adu, (real name Helen Folasade Adu - born 16 January 1959 in Ibadan <a href=""https://www.last.fm/music/Sade"">Read more on Last.fm</a>",2791384,94718422,Erykah Badu,Solange,Anita Baker
Motörhead,rock,track,Rock 'n' Roll,2000,5OB25G998PWERKjMAUupXy,"Motörhead was an English metal band formed in London in 1975 by bassist and lead vocalist Lemmy Kilmister, guitarist Larry Wallis and drummer Lucas Fox. Lemmy was also the primary songwriter and only constant member. The band are often considered a precursor to the new wave of British heavy metal, which re-energised heavy metal in the late 1970s and early 1980s. Though several guitarists and drummers have played in Motörhead, most of their best-selling <a href=""https://www.last.fm/music/+noredirect/Mot%C3%B6rhead"">Read more on Last.fm</a>",2081901,84564713,Judas Priest,Saxon,Black Sabbath
Everclear,rock,track,Rock Star,2000,50xQqiyIbP4GmQMimK4VjF,"Everclear are an alternative rock band formed in Portland, Oregon, USA, in 1992. For most of its existence, Everclear consisted of Art Alexakis (b. 12 April 1962, Los Angeles, California, USA; vocals, guitar), Craig Montoya (b. 14 September 1970; bass, vocals) and Greg Eklund (b. 18 April 1970; drums). Eklund replaced original drummer Scott Cuthbert in 1994. Montoya and Eklund departed the band in 2003, but Alexakis has continued performing as Everclear with a new lineup. <a href=""https://www.last.fm/music/Everclear"">Read more on Last.fm</a>",1201407,15813802,EVE 6,Better Than Ezra,Marcy Playground
Status Quo,rock,track,Old Time Rock And Roll,2000,234CbjGK4yASXApsakiGaV,"Status Quo is a British rock band (London, England) with strong boogie line. The group was founded by bassist Alan Lancaster and guitarist Francis Rossi in 1962. They began as a rock and roll freakbeat band called The Spectres. By 1967, with very little commercial success, they discovered psychedelia and changed their name to Traffic (later Traffic Jam, to avoid confusion with Steve Winwood's Traffic.) At this time the line-up also included organist Roy Lynes and drummer John Coghlan. <a href=""https://www.last.fm/music/Status+Quo"">Read more on Last.fm</a>",851945,11323085,Sweet,Slade,Nazareth
AC/DC,rock,track,Can't Stop Rock 'n' Roll,2000,2TCEl9FdIPmIXyM2Jd6Lws,"AC/DC is an Australian rock band formed in Sydney in 1973 by Scottish-born brothers Malcolm and Angus Young. Their music has been variously described as hard rock, blues rock, and heavy metal, but the band calls it simply ""rock and roll"". AC/DC underwent several line-up changes before releasing their first album, 1975's High Voltage. Membership subsequently stabilised around the Young brothers, singer Bon Scott, drummer Phil Rudd, and bassist Mark Evans. <a href=""https://www.last.fm/music/AC%2FDC"">Read more on Last.fm</a>",4214837,196542496,Airbourne,Ozzy Osbourne,Motörhead
Dennis Taylor,rock,track,Rock U Good,2000,2QUexE59edirJ0S8ni828c,"Dennis Taylor (born in Brooklyn, New York) is a soul singer and performer, best-known in the UK. As a child, Dennis was singing as part of a church choir in Brooklyn at the age of 7, but later moved to Virginia, and signed up to the US Air Force at 18, with whom he served for six years. Taylor then returned to New York, and following his earlier success in a talent competition, was able to secure a minor recording contract, although he failed to garner any wide-scale success. <a href=""https://www.last.fm/music/Dennis+Taylor"">Read more on Last.fm</a>",9881,52426,Donna Gardier,Avani,Martha Redbone
Mindless Self Indulgence,rock,track,Kill the Rock,2000,6RLwpyxZMmM0aUAsppr6pN,"Mindless Self Indulgence (or MSI) are an American Industrial rock band that found its origin in New York City, NY in 1997. The current lineup is Jimmy Urine (vocals), Steve Righ? (guitar), Lyn-Z (bass) and Kitty (drums). Though considered electropunk, they are heavily influenced by jungle, industrial, electronic dance music, and hip-hop. Intentionally iconoclastic, James Euringer (who uses the stage name Little Jimmy Urine) owes sartorial influence to the New York Dolls <a href=""https://www.last.fm/music/Mindless+Self+Indulgence"">Read more on Last.fm</a>",1265216,96922045,The Left Rights,Retard-O-Bot,Jack Off Jill
Elton John,rock,track,Crocodile Rock - Live,2000,1r9pBo0tJK4Har2NLqQTx4,"Sir Elton Hercules John (born Reginald Kenneth Dwight; 25 March 1947) is a British singer, pianist, and composer. Collaborating with lyricist Bernie Taupin since 1967, John is one of the most successful artists of all time, having sold over 300 million records worldwide in a seven-decade career in music. He is acclaimed by critics and musicians, particularly for his work during the 1970s, and his lasting impact on the music industry. John's music and showmanship have had a significant impact on popular music. <a href=""https://www.last.fm/music/Elton+John"">Read more on Last.fm</a>",4662952,135870273,Billy Joel,Rod Stewart,Queen
Sade,rock,track,Immigrant,2000,2lijdOYNAjF8y7hRJQJNCx,"Sade (pronounced shah-day) is an English band formed in London in 1982, named after their lead singer, Sade Adu. Their music features elements of soul, quiet storm, smooth jazz and sophisti-pop. All of their albums, including compilations and a live album, have charted in the US Top Ten. Three of their members were originally from Hull in the East Riding of Yorkshire. Sade was formed in 1982, when members of Latin soul band Pride — Sade Adu, (real name Helen Folasade Adu - born 16 January 1959 in Ibadan <a href=""https://www.last.fm/music/Sade"">Read more on Last.fm</a>",2791384,94718422,Erykah Badu,Solange,Anita Baker
Neophyte,rock,track,Rockin,2000,3AhYXJ5aDwo2ZNZEq08IXk,"Neophyte is a Dutch hardcore (gabber) group formed in 1992 in Rotterdam, Netherlands. The original members of the group are Jeroen Streunding (DJ Neophyte, also known as The Beholder for hardstyle releases), Danny Greten, and Robin van Roon. Jeroen Streunding had been a DJ and organized smaller parties around 1990 before meeting Danny Greten at a local event, leading them to collaborate on music. Robin van Roon, who was a close friend and classmate of Greten, joined them shortly after. <a href=""https://www.last.fm/music/Neophyte"">Read more on Last.fm</a>",84098,985989,Bodylotion,Rotterdam Terror Corps,Tha Playah
Los Suaves,rock,track,No Me Gusta El Rock And Roll,2000,50aRCaxWnhnqSRDO1rJgVk,"""Los Suaves"" is a rock band from Ourense, Galicia, Spain, started by two brothers, Charly Domínguez and Yosi Domínguez, in the early eighties. In the very beginning, they were influenced by Phil Lynott's band, Thin Lizzy. Their first album was Esta vida me va a matar, including songs such as Peligrosa María or Viene el tren. However, the most important was the third one, the successful Ese día piensa en mí (1989), including songs such as Dolores se llamaba Lola and No puedo dejar el Rock. <a href=""https://www.last.fm/music/Los+Suaves"">Read more on Last.fm</a>",73933,1207683,Barricada,Porretas,Rosendo
Maki Otsuki,rock,track,RUN! RUN! RUN!,2000,4F5mqo4TwyekNkoiVYaKnQ,"Maki Otsuki (大槻 真希, Ōtsuki Maki, born May 11, 1973 in Sabae, Fukui Prefecture, Japan) is a Japanese singer and musician. She is best known for performing the first two ending themes of One Piece and is currently the lead vocalist of the J-pop band CASSIS. <a href=""https://www.last.fm/music/+noredirect/Maki+Otsuki"">Read more on Last.fm</a>",32328,431342,D-51,BOYSTYLE,Hiroshi Kitadani
Pearl Jam,rock,track,Rockin' In the Free World - Live,2000,7Au5QdnPhFN1PJ5VRtDBnb,"Pearl Jam are an American grunge band formed in Seattle, Washington, in 1990. The band's lineup consists of founding members Jeff Ament (bass guitar), Stone Gossard (rhythm guitar), Mike McCready (lead guitar), and Eddie Vedder (lead vocals, guitar), as well as Matt Cameron (drums), who joined in 1998. Keyboardist Boom Gaspar has also been a touring/session member with the band since 2002. Drummers Jack Irons, Dave Krusen, Matt Chamberlain, and Dave Abbruzzese are former members of the band. <a href=""https://www.last.fm/music/Pearl+Jam"">Read more on Last.fm</a>",3867961,211053818,Eddie Vedder,Temple of the Dog,Soundgarden
Compulsive Gamblers,rock,track,Rock & Roll Nurse,2000,4LSmyBPIS2d9vGjsI9omRn,"Folding together equal portions of greasy '50s pop, Memphis-style rhythm & blues, and a punk rocker's sense of casual experimentation and musical cross breeding, the Compulsive Gamblers were at the forefront of the Memphis roots punk scene, alongside such bands as the Gibson Bros. and '68 Comeback, creating a sound that was at once sinister, comical, and full of potent groove. The Compulsive Gamblers were formed in Memphis, TN, in 1990 by Greg Cartwright and Jack Yarber <a href=""https://www.last.fm/music/Compulsive+Gamblers"">Read more on Last.fm</a>",48380,512206,Oblivians,Reigning Sound,The Gories
Teddybears,rock,track,Yours to Keep,2000,5N93hk1vAdIorXlYCiBYPv,"There is more than one group with the name Teddybears. 1. A popular Swedish electrorock band formed in 1991 2. The Teddy Bears were an American doo-wop group active in the 1950's which featured notorious producer Phil Spector. 3. A garage rock band from Norway formed in the early 2000's 1. Teddybears (Formerly known as Teddybears STHLM) is a Swedish rock band that formed in 1991. They began as Skull, a grindcore group. The band initially consisted of singer Patrik Arve and the brothers Joakim Åhlund and Klas Åhlund <a href=""https://www.last.fm/music/Teddybears"">Read more on Last.fm</a>",364649,4553074,Teddybears STHLM,Caesars,Kent
El Corazón del Sapo,rock,track,Rock & Roll Star,2000,3hqvvMIqmovxGwzS5ZgWUa," <a href=""https://www.last.fm/music/+noredirect/El+Coraz%C3%B3n+del+Sapo"">Read more on Last.fm</a>",1389,60571,Estricalla,Necesidad de luchar,Habeas Corpus
Joanna Connor,rock,track,Rock Me Baby,2000,6ftX4Cdg5W1SH1geO1HGsv,"AllMusic Artist Biography by Richard Skelly What sets Joanna Connor apart from the rest of the pack of guitar-playing female blues singers is her skill on the instrument. Even though Connor has become an accomplished singer over time, her first love was guitar playing, and it shows in her live shows and on her recordings. Brooklyn-born, Massachusetts-raised Joanna Connor was drawn to the Chicago blues scene like a bee to a half-full soda can. Connor <a href=""https://www.last.fm/music/Joanna+Connor"">Read more on Last.fm</a>",23224,172566,Ana Popovic,Deborah Coleman,Samantha Fish
Txapelpunk,rock,track,Rock gaua,2000,5VeRNput688EoluA8Alcz4,"Punk band which was born in 1999 in Lekeitio, Basque Country (Spain). The group formed around singer Iñigo (ex-member of Etsaiak) and Jul (guitarist of the punk legend band R.I.P.. All TXAPELPUNK members were before in other bands but they wanted to back to the roots, a simple, easy, direct and fast punk rock like early 80s. At date TXAPELPUNK has recorded six length albums and some tracks in different compilations. https://www.facebook.com/txapelpunktaldeaofiziala <a href=""https://www.last.fm/music/Txapelpunk"">Read more on Last.fm</a>",6330,58454,Etsaiak,Tijuana in blue,Leihotikan
Cypress Hill,rock,track,(Rock) Superstar - Edit,2000,2HjcOyFEuUm0Q19jiFTBKi,"Cypress Hill is an American hip-hop group from South Gate, California. Cypress Hill was the first latino group to have platinum and multi-platinum albums and one of the first rap groups to gain a following with fans of hard rock and metal. The band was originally called DVX, but the name was changed after Mellow Man Ace left in 1988. Their first album, which was self-titled, was released in August 1991. Its single was ""Phuncky Feel One"", but it was <a href=""https://www.last.fm/music/Cypress+Hill"">Read more on Last.fm</a>",2087082,46894738,House of Pain,Funkdoobiest,The Psycho Realm
Johnny & The Jailbirds,rock,track,Real Gone Rocker,2000,2N3xtEsA1CX7cst2zqVqlY," <a href=""https://www.last.fm/music/Johnny+&+The+Jailbirds"">Read more on Last.fm</a>",1316,10498,Hank Sundown & The Roaring Cascades,The Rockabilly Rebels,Emmy Lou and the rhythm boys
Gérard Blanchard,rock,track,Rock Amadour,2000,02OBAvTPZCGllEfwT66OUn," <a href=""https://www.last.fm/music/+noredirect/G%C3%A9rard+Blanchard"">Read more on Last.fm</a>",4990,20639,Le Grand Orchestre Du Splendid,Robert Farel,Philippe Cataldo
Johnny & The Jailbirds,rock,track,Roll On (Clickety Clack),2000,3Lez3vHWLiqZkfUZjbstXz," <a href=""https://www.last.fm/music/Johnny+&+The+Jailbirds"">Read more on Last.fm</a>",1316,10498,Hank Sundown & The Roaring Cascades,The Rockabilly Rebels,Emmy Lou and the rhythm boys
